employee_id,department,job_role,location,hire_date,age,gender,monthly_salary,performance_rating,overtime,absence_days,left_company
E0315,HR,Specialist,Dhaka,2024-02-25,51,Male,110874.24,4,No,20,0
E0316,Sales,Officer,Dhaka,2023-05-04,54,Female,36295.35,4,No,18,1
E0317,Operations,Officer,Rajshahi,2024-09-21,35,Male,26348.31,3,Yes,18,0
E0318,IT,Coordinator,Dhaka,2024-07-25,47,Male,114076.16,3,No,14,0
E0319,Operations,Manager,Khulna,2024-09-01,52,Female,84009.96,3,Yes,4,0
E0320,HR,Manager,Rajshahi,2021-10-23,57,Female,65881.75,4,Yes,10,0
E0321,Finance,Coordinator,Dhaka,2022-09-07,22,Male,44991.03,4,No,5,0
E0322,HR,Officer,Khulna,2024-11-01,25,Female,30970.17,5,No,16,0
E0323,Finance,Analyst,Khulna,2022-10-12,41,Female,72429.26,5,No,20,0
E0324,Sales,Specialist,Chattogram,2023-03-25,37,Male,43926.17,3,No,9,1
E0325,Operations,Officer,Khulna,2023-05-18,54,Female,60862.97,4,Yes,1,0
E0326,IT,Coordinator,Khulna,2024-02-19,38,Female,35464.91,3,No,4,0
E0327,Sales,Specialist,Khulna,2021-06-06,23,Female,103644.46,3,No,2,0
E0328,Operations,Analyst,Chattogram,2020-05-29,28,Male,85152.39,3,No,13,0
E0329,Operations,Officer,Chattogram,2020-07-26,51,Male,66488.71,4,No,3,0
E0330,HR,Manager,Chattogram,2020-07-28,24,Male,112687.01,2,No,10,0
E0331,Operations,Manager,Khulna,2021-08-11,25,Male,88977.83,3,Yes,0,1
E0332,Operations,Officer,Chattogram,2025-04-13,58,Female,91368.03,4,Yes,17,0
E0333,Operations,Analyst,Chattogram,2022-10-02,26,Female,109359.82,4,No,8,0
E0334,Finance,Manager,Chattogram,2022-07-13,27,Female,34656.2,3,Yes,13,0
E0335,HR,Specialist,Chattogram,2019-01-12,40,Female,114680.18,3,No,1,0
E0336,Operations,Specialist,Rajshahi,2019-02-05,36,Male,113828.8,2,No,6,0
E0337,Operations,Specialist,Dhaka,2024-09-28,40,Female,95588.7,3,No,10,0
E0338,HR,Specialist,Dhaka,2020-07-19,29,Female,105920.68,5,No,17,0
E0339,IT,Analyst,Dhaka,2019-10-21,43,Male,49933.41,3,No,12,0
E0340,Finance,Specialist,Khulna,2020-11-25,35,Female,36587.63,2,No,16,0
E0341,Finance,Manager,Chattogram,2020-03-31,21,Female,38885.45,4,No,18,0
E0342,Operations,Officer,Khulna,2020-11-01,32,Female,40145.36,4,Yes,10,0
E0343,IT,Specialist,Dhaka,2025-08-07,38,Male,38458.38,3,Yes,1,0
E0344,Operations,Coordinator,Chattogram,2025-04-07,36,Female,83728.69,2,Yes,14,0
E0345,Operations,Officer,Chattogram,2020-01-13,31,Female,116543.42,4,No,15,0
E0346,Programs,Officer,Rajshahi,2018-03-16,51,Male,70452.88,5,No,10,0
E0347,Finance,Analyst,Dhaka,2023-05-06,33,Male,88185.93,3,No,6,0
E0348,Finance,Coordinator,Chattogram,2020-12-15,37,Male,42994.0,3,Yes,0,1
E0349,Operations,Analyst,Rajshahi,2022-02-14,24,Male,103320.58,5,No,20,0
E0350,Programs,Analyst,Khulna,2022-06-06,33,Female,119789.82,3,No,1,0
E0351,Operations,Specialist,Rajshahi,2024-10-06,40,Male,48604.53,3,Yes,12,0
E0352,IT,Officer,Rajshahi,2021-09-04,49,Male,116637.29,3,Yes,17,0
E0353,IT,Specialist,Khulna,2021-09-07,56,Male,22029.83,4,No,1,1
E0354,IT,Manager,Khulna,2019-04-23,32,Male,57432.77,3,Yes,6,1
E0355,Finance,Specialist,Dhaka,2021-03-18,47,Female,68228.13,5,No,11,1
E0356,HR,Analyst,Rajshahi,2021-06-11,27,Female,45611.29,3,Yes,3,0
E0357,Programs,Officer,Khulna,2018-07-11,43,Male,85047.03,2,No,20,1
E0358,IT,Specialist,Khulna,2021-10-09,43,Male,58941.94,2,No,13,0
E0359,Finance,Analyst,Dhaka,2021-01-08,41,Female,32123.47,5,Yes,3,1
E0360,HR,Specialist,Chattogram,2025-08-23,25,Male,87994.44,2,No,1,1
E0361,Operations,Officer,Chattogram,2024-02-14,38,Male,83220.74,3,No,14,0
E0362,Programs,Manager,Rajshahi,2024-10-19,45,Male,100502.0,4,No,15,0
E0363,Finance,Coordinator,Rajshahi,2022-03-08,22,Female,57421.91,4,Yes,17,0
E0364,Operations,Analyst,Khulna,2018-09-04,41,Male,43794.41,3,No,2,0
E0365,Sales,Coordinator,Chattogram,2018-07-06,46,Male,115778.79,3,Yes,3,0
E0366,IT,Analyst,Khulna,2022-10-24,53,Female,39399.89,4,Yes,2,0
E0367,HR,Specialist,Dhaka,2024-06-28,30,Female,86215.25,5,No,19,0
E0368,Operations,Coordinator,Rajshahi,2021-04-10,39,Male,71180.13,3,No,0,0
E0369,Sales,Manager,Khulna,2018-02-21,21,Male,102205.93,4,Yes,17,0
E0370,Programs,Coordinator,Chattogram,2020-04-22,27,Female,68387.18,4,No,15,0
E0371,HR,Specialist,Chattogram,2023-02-22,48,Female,80738.53,3,No,7,0
E0372,Programs,Analyst,Dhaka,2018-09-14,23,Female,89317.46,3,No,3,0
E0373,IT,Officer,Chattogram,2020-07-07,27,Female,98052.51,4,No,9,0
E0374,Operations,Analyst,Rajshahi,2024-10-13,24,Male,69908.27,3,Yes,2,0
E0375,Finance,Manager,Khulna,2021-09-28,41,Female,97669.1,4,Yes,7,0
E0376,Finance,Analyst,Dhaka,2024-11-12,25,Male,96670.44,3,No,8,0
E0377,Finance,Analyst,Dhaka,2020-12-12,42,Male,42928.42,3,No,3,0
E0378,IT,Coordinator,Chattogram,2023-12-08,51,Female,106224.53,4,No,1,0
E0379,Operations,Officer,Dhaka,2023-03-17,50,Female,32107.13,3,No,1,0
E0380,HR,Officer,Khulna,2020-12-14,21,Female,109663.17,5,No,10,0
E0381,Sales,Officer,Rajshahi,2018-05-27,35,Female,64847.33,3,No,4,0
E0382,HR,Specialist,Rajshahi,2025-06-18,46,Male,110263.93,4,No,6,0
E0383,Operations,Specialist,Khulna,2020-01-02,53,Female,84992.72,3,Yes,3,0
E0384,Programs,Specialist,Khulna,2019-09-21,23,Male,109952.02,3,Yes,1,0
E0385,HR,Officer,Chattogram,2020-04-17,58,Male,78851.43,2,No,0,0
E0386,Programs,Manager,Dhaka,2019-10-15,51,Male,78622.25,3,No,18,0
E0387,Finance,Officer,Khulna,2019-06-10,52,Male,79760.53,2,No,4,0
E0388,Finance,Specialist,Rajshahi,2024-11-02,23,Female,28016.9,2,No,5,1
E0389,Programs,Analyst,Khulna,2021-11-07,53,Male,118922.56,3,Yes,1,0
E0390,Programs,Analyst,Chattogram,2018-03-15,54,Female,89386.59,4,No,4,0
E0391,HR,Analyst,Chattogram,2019-02-24,50,Female,90884.3,2,No,4,0
E0392,Finance,Specialist,Dhaka,2024-05-09,39,Female,90870.33,4,No,5,0
E0393,Programs,Analyst,Chattogram,2021-04-29,46,Female,32539.48,5,No,14,0
E0394,Operations,Analyst,Dhaka,2021-06-28,50,Male,105272.85,3,Yes,19,0
E0395,Finance,Manager,Khulna,2020-01-13,35,Male,33710.54,2,No,6,0
E0396,IT,Analyst,Chattogram,2018-08-10,24,Female,65248.61,2,Yes,13,0
E0397,Operations,Analyst,Khulna,2019-01-01,49,Female,48459.58,3,No,8,0
E0398,HR,Coordinator,Rajshahi,2021-10-02,52,Female,110674.07,3,No,2,1
E0399,Operations,Analyst,Khulna,2022-04-13,41,Female,110204.32,4,Yes,13,0
E0400,Sales,Officer,Dhaka,2021-10-06,29,Female,31101.34,3,No,3,0
E0401,Finance,Analyst,Chattogram,2021-02-27,26,Male,41128.03,2,No,13,0
E0402,Operations,Coordinator,Chattogram,2022-04-17,45,Female,105240.58,3,No,8,0
E0403,Programs,Analyst,Khulna,2025-03-01,39,Male,59824.89,4,No,20,0
E0404,Programs,Officer,Khulna,2025-07-14,58,Male,57949.8,3,Yes,4,0
E0405,IT,Coordinator,Rajshahi,2024-12-23,37,Male,30542.54,2,No,3,0
E0406,Operations,Manager,Khulna,2021-08-28,36,Female,50680.74,5,No,17,0
E0407,HR,Specialist,Rajshahi,2024-10-24,22,Female,85776.84,2,No,14,0
E0408,Operations,Officer,Dhaka,2025-08-10,46,Male,40612.54,4,Yes,12,0
E0409,Operations,Coordinator,Rajshahi,2018-08-30,46,Male,22411.82,3,Yes,8,1
E0410,Finance,Officer,Chattogram,2024-08-21,46,Female,90929.28,3,Yes,13,1
E0411,IT,Coordinator,Rajshahi,2023-12-31,32,Female,75502.92,5,No,3,0
E0412,IT,Manager,Chattogram,2022-01-05,26,Female,91165.34,5,Yes,2,0
E0413,Programs,Officer,Chattogram,2022-08-23,36,Female,78319.16,3,No,17,0
E0414,Finance,Manager,Chattogram,2021-10-10,32,Male,43979.96,3,No,8,0
E0415,HR,Specialist,Khulna,2019-10-18,34,Male,44225.32,2,Yes,6,0
E0416,IT,Specialist,Dhaka,2024-10-06,26,Male,37623.02,2,Yes,2,1
E0417,Sales,Coordinator,Khulna,2018-11-23,55,Male,85582.44,3,No,15,0
E0418,IT,Officer,Dhaka,2024-12-14,53,Female,26703.73,3,Yes,14,0
E0419,Programs,Officer,Khulna,2021-05-02,26,Female,97463.88,2,No,15,1
E0420,IT,Officer,Khulna,2025-08-19,25,Male,31946.61,3,No,9,0
E0421,IT,Coordinator,Chattogram,2019-05-07,34,Female,96330.45,3,Yes,11,1
E0422,Finance,Officer,Chattogram,2024-04-01,23,Male,29210.51,4,No,12,0
E0423,Finance,Analyst,Khulna,2023-09-13,32,Male,56820.9,2,No,1,0
E0424,IT,Coordinator,Dhaka,2024-11-07,54,Male,59857.1,3,No,3,0
E0425,Programs,Specialist,Khulna,2018-08-20,52,Male,94993.36,4,No,10,0
E0426,Programs,Manager,Rajshahi,2025-07-26,29,Female,113872.7,3,No,8,0
E0427,Operations,Specialist,Chattogram,2023-01-03,26,Male,23596.43,2,Yes,17,0
E0428,HR,Coordinator,Chattogram,2019-12-26,22,Male,22419.86,3,Yes,6,0
E0429,Sales,Officer,Dhaka,2023-04-19,30,Female,48319.75,5,No,8,0
E0430,Finance,Manager,Dhaka,2022-08-12,48,Male,22733.82,4,No,17,0
E0431,Finance,Analyst,Rajshahi,2019-06-30,26,Male,27976.3,5,No,9,0
E0432,Sales,Specialist,Dhaka,2021-03-21,26,Male,93229.34,3,No,17,0
E0433,Finance,Manager,Khulna,2024-09-07,48,Female,91926.1,3,No,2,0
E0434,HR,Specialist,Chattogram,2024-11-27,48,Female,104118.67,3,No,19,0
E0435,IT,Manager,Rajshahi,2022-02-16,48,Male,113620.76,3,No,3,0
E0436,Sales,Coordinator,Chattogram,2018-03-14,27,Female,60812.03,3,No,17,1
E0437,IT,Manager,Dhaka,2023-02-26,52,Female,61243.27,3,No,4,0
E0438,Finance,Officer,Dhaka,2021-01-13,34,Male,33937.69,2,Yes,15,1
E0439,IT,Manager,Dhaka,2021-11-16,57,Male,110517.18,3,Yes,2,0
E0440,Finance,Officer,Chattogram,2018-12-18,58,Female,96245.35,3,Yes,19,0
E0441,IT,Analyst,Khulna,2023-12-02,21,Male,27238.63,3,No,16,0
E0442,Programs,Analyst,Khulna,2020-05-02,46,Male,29654.47,4,No,13,1
E0443,Programs,Specialist,Rajshahi,2020-12-15,38,Female,92588.18,5,Yes,4,0
E0444,Programs,Coordinator,Rajshahi,2023-10-25,38,Female,99792.88,3,No,11,1
E0445,Programs,Officer,Dhaka,2021-12-28,21,Male,100277.76,4,No,19,0
E0446,HR,Analyst,Khulna,2018-06-23,52,Male,83937.6,5,Yes,16,0
E0447,IT,Officer,Rajshahi,2023-09-22,27,Male,24908.05,2,No,2,0
E0448,IT,Manager,Chattogram,2022-06-30,33,Female,22125.54,2,Yes,0,1
E0449,IT,Officer,Rajshahi,2019-04-10,41,Male,119989.86,5,No,15,0
E0450,HR,Manager,Khulna,2024-08-23,24,Female,24493.38,4,No,0,0
E0451,HR,Officer,Chattogram,2021-09-14,22,Male,56666.47,3,No,12,0
E0452,IT,Analyst,Chattogram,2019-12-05,40,Female,98828.07,3,No,6,0
E0453,IT,Manager,Dhaka,2022-07-12,33,Male,67343.34,3,Yes,11,0
E0454,Finance,Specialist,Rajshahi,2018-06-26,24,Female,43874.21,3,Yes,21,0
E0455,Programs,Officer,Khulna,2018-01-20,24,Female,27262.82,4,Yes,20,0
E0456,Operations,Coordinator,Chattogram,2022-01-05,39,Female,119646.67,3,No,1,0
E0457,Sales,Coordinator,Dhaka,2020-08-04,41,Male,108372.52,4,Yes,9,0
E0458,Finance,Manager,Dhaka,2025-05-14,51,Male,113430.38,2,No,17,0
E0459,Sales,Coordinator,Dhaka,2024-10-20,21,Female,117112.02,4,Yes,16,0
E0460,HR,Manager,Khulna,2022-10-05,25,Female,24973.08,5,Yes,0,0
E0461,Sales,Officer,Rajshahi,2019-05-07,45,Female,72734.42,2,Yes,4,0
E0462,HR,Officer,Chattogram,2021-09-13,40,Female,45415.9,4,No,3,0
E0463,IT,Coordinator,Khulna,2018-01-30,51,Female,63988.2,4,Yes,15,0
E0464,Sales,Manager,Chattogram,2021-09-17,32,Male,98309.25,3,No,11,0
E0465,Operations,Manager,Khulna,2023-08-13,26,Male,68621.94,2,No,7,0
E0466,HR,Specialist,Dhaka,2019-05-24,56,Male,112118.36,2,No,6,0
E0467,Sales,Specialist,Rajshahi,2020-08-20,57,Male,41027.66,3,Yes,1,1
E0468,IT,Coordinator,Rajshahi,2022-05-26,55,Male,58569.62,5,No,2,0
E0469,Finance,Coordinator,Dhaka,2022-06-16,27,Female,23855.59,3,No,18,0
E0470,Finance,Manager,Dhaka,2024-05-29,22,Female,36817.6,4,No,0,0
E0471,Programs,Officer,Rajshahi,2025-05-13,31,Male,43452.22,4,No,18,0
E0472,HR,Officer,Khulna,2019-10-29,36,Male,61948.73,3,Yes,11,0
E0473,Finance,Manager,Chattogram,2020-05-27,29,Male,44320.2,5,Yes,13,0
E0474,Finance,Analyst,Khulna,2018-05-01,34,Female,75676.53,5,No,5,0
E0475,Sales,Specialist,Dhaka,2024-12-29,49,Female,102131.2,4,No,14,1
E0476,Finance,Coordinator,Chattogram,2023-12-07,44,Female,71932.14,5,No,12,0
E0477,Operations,Coordinator,Chattogram,2025-02-23,54,Male,41063.13,5,No,2,0
E0478,Operations,Coordinator,Rajshahi,2018-04-16,44,Female,28904.68,3,Yes,8,0
E0479,IT,Specialist,Dhaka,2018-11-06,21,Female,53340.11,4,Yes,13,0
E0480,Operations,Analyst,Dhaka,2024-11-06,32,Female,27501.59,5,No,9,0
E0481,Finance,Analyst,Chattogram,2018-08-28,58,Female,45270.85,3,Yes,11,0
E0482,IT,Specialist,Chattogram,2023-09-20,49,Female,24002.8,3,No,10,0
E0483,Operations,Officer,Rajshahi,2018-02-07,27,Male,35608.7,5,Yes,18,0
E0484,Operations,Analyst,Dhaka,2024-11-06,55,Female,29036.92,2,No,4,0
E0485,IT,Analyst,Rajshahi,2023-07-10,30,Male,47209.54,2,No,15,0
E0486,Operations,Manager,Khulna,2021-05-08,44,Female,113375.34,3,No,5,0
E0487,Sales,Manager,Chattogram,2018-06-28,57,Male,109614.41,4,Yes,8,0
E0488,IT,Coordinator,Khulna,2022-07-03,26,Female,38855.66,5,Yes,20,1
E0489,Operations,Officer,Dhaka,2019-11-26,36,Female,56306.51,3,No,8,0
E0490,Finance,Officer,Chattogram,2018-10-06,23,Female,41155.57,3,No,17,0
E0491,Finance,Manager,Khulna,2022-03-31,21,Male,99603.82,4,No,1,0
E0492,Operations,Officer,Chattogram,2020-12-06,36,Female,41073.96,3,Yes,11,0
E0493,Finance,Coordinator,Chattogram,2025-02-07,47,Male,93623.93,4,Yes,18,0
E0494,HR,Officer,Rajshahi,2019-06-30,40,Male,87567.15,4,Yes,18,0
E0495,Finance,Analyst,Rajshahi,2023-01-10,36,Female,52616.43,3,Yes,0,0
E0496,Programs,Manager,Khulna,2025-08-02,32,Male,26510.41,5,Yes,12,0
E0497,Finance,Analyst,Chattogram,2019-10-28,27,Female,78312.86,3,No,16,0
E0498,Programs,Manager,Dhaka,2023-02-02,28,Male,45681.59,4,No,13,0
E0499,HR,Manager,Khulna,2022-10-28,55,Female,36073.44,4,No,20,0
E0500,Finance,Officer,Khulna,2021-05-30,52,Female,113643.43,3,Yes,9,0
