order_id,order_date,customer_id,product_id,product_name,category,region,channel,quantity,unit_price,discount,revenue,cost,profit
O00223,2026-02-25,C0063,P107,Backpack,Accessories,Khulna,Retail,3,1870.33,0.05,5330.44,3796.21,1534.23
O00224,2025-10-10,C0197,P101,Shirt,Apparel,Dhaka,Online,6,760.73,0,4564.38,3351.0,1213.38
O00225,2025-05-14,C0127,P102,Polo Shirt,Apparel,Khulna,Partner,3,1040.82,0,3122.46,2133.2,989.26
O00226,2026-05-06,C0111,P105,Monitor,Electronics,Rajshahi,Online,4,15269.25,0.05,58023.15,37846.8,20176.35
O00227,2025-12-21,C0207,P104,Keyboard,Electronics,Chattogram,Partner,3,2328.3,0,6984.9,4543.06,2441.84
O00228,2025-12-07,C0106,P102,Polo Shirt,Apparel,Dhaka,Retail,1,1028.0,0,1028.0,688.72,339.28
O00229,2025-04-24,C0157,P103,Trousers,Apparel,Chattogram,Online,6,1420.73,0.15,7245.72,4269.35,2976.37
O00230,2025-05-05,C0116,P107,Backpack,Accessories,Khulna,Retail,6,1891.37,0,11348.22,8589.16,2759.06
O00231,2025-08-03,C0120,P108,Notebook,Stationery,Rajshahi,Partner,3,189.46,0.05,539.96,398.87,141.09
O00232,2026-12-27,C0092,P107,Backpack,Accessories,Dhaka,Partner,2,1866.89,0.15,3173.71,2028.69,1145.02
O00233,2026-11-24,C0226,P105,Monitor,Electronics,Dhaka,Online,3,15370.67,0.15,39195.21,22958.78,16236.43
O00234,2025-07-04,C0118,P107,Backpack,Accessories,Khulna,Retail,4,1755.9,0,7023.6,4244.97,2778.63
O00235,2026-06-30,C0031,P108,Notebook,Stationery,Chattogram,Online,3,177.13,0,531.39,313.56,217.83
O00236,2026-05-12,C0183,P103,Trousers,Apparel,Dhaka,Partner,4,1419.76,0.1,5111.14,3048.55,2062.59
O00237,2026-07-17,C0194,P106,Headset,Electronics,Khulna,Online,6,3465.16,0,20790.96,12781.71,8009.25
O00238,2026-01-01,C0198,P106,Headset,Electronics,Chattogram,Retail,1,3256.09,0,3256.09,1924.18,1331.91
O00239,2026-07-04,C0111,P102,Polo Shirt,Apparel,Khulna,Partner,4,1157.52,0.05,4398.58,3223.11,1175.47
O00240,2026-07-15,C0123,P104,Keyboard,Electronics,Rajshahi,Retail,3,2129.39,0,6388.17,4079.76,2308.41
O00241,2025-02-10,C0222,P105,Monitor,Electronics,Chattogram,Partner,7,14911.01,0,104377.07,66709.23,37667.84
O00242,2026-02-13,C0077,P107,Backpack,Accessories,Rajshahi,Online,7,1803.52,0.05,11993.41,7878.77,4114.64
O00243,2026-10-28,C0203,P103,Trousers,Apparel,Chattogram,Retail,4,1563.83,0.1,5629.79,3438.29,2191.5
O00244,2026-02-25,C0183,P102,Polo Shirt,Apparel,Rajshahi,Partner,6,1190.08,0,7140.48,4293.1,2847.38
O00245,2026-06-03,C0239,P102,Polo Shirt,Apparel,Khulna,Retail,2,1095.52,0.05,2081.49,1406.42,675.07
O00246,2026-08-15,C0217,P107,Backpack,Accessories,Rajshahi,Online,4,1898.08,0.05,7212.7,4352.77,2859.93
O00247,2025-08-01,C0081,P106,Headset,Electronics,Chattogram,Partner,7,2991.96,0.15,17802.16,10822.92,6979.24
O00248,2026-01-08,C0167,P107,Backpack,Accessories,Dhaka,Partner,7,1831.28,0.15,10896.12,7097.88,3798.24
O00249,2026-09-14,C0043,P103,Trousers,Apparel,Rajshahi,Retail,5,1426.41,0,7132.05,5033.91,2098.14
O00250,2025-08-07,C0053,P108,Notebook,Stationery,Dhaka,Online,2,186.91,0.15,317.75,236.34,81.41
O00251,2025-09-05,C0009,P104,Keyboard,Electronics,Rajshahi,Online,7,2120.5,0,14843.5,11037.71,3805.79
O00252,2026-05-24,C0002,P107,Backpack,Accessories,Chattogram,Partner,3,1683.67,0.1,4545.91,3077.84,1468.07
O00253,2025-11-16,C0196,P107,Backpack,Accessories,Dhaka,Retail,1,1861.04,0,1861.04,1287.91,573.13
O00254,2026-01-24,C0240,P106,Headset,Electronics,Dhaka,Partner,7,3155.66,0,22089.62,15426.19,6663.43
O00255,2026-11-09,C0075,P102,Polo Shirt,Apparel,Khulna,Partner,4,1156.61,0,4626.44,3323.67,1302.77
O00256,2026-04-05,C0065,P103,Trousers,Apparel,Chattogram,Partner,4,1603.7,0.1,5773.32,3608.82,2164.5
O00257,2026-07-13,C0198,P102,Polo Shirt,Apparel,Rajshahi,Partner,4,1070.63,0.1,3854.27,2444.83,1409.44
O00258,2025-03-16,C0101,P105,Monitor,Electronics,Rajshahi,Retail,2,15715.94,0,31431.88,20970.02,10461.86
O00259,2026-04-08,C0057,P101,Shirt,Apparel,Dhaka,Partner,7,861.09,0,6027.63,3509.28,2518.35
O00260,2025-10-27,C0069,P102,Polo Shirt,Apparel,Rajshahi,Online,1,1126.85,0.15,957.82,616.94,340.88
O00261,2026-07-14,C0103,P108,Notebook,Stationery,Rajshahi,Retail,4,182.65,0.1,657.54,491.59,165.95
O00262,2025-12-18,C0154,P104,Keyboard,Electronics,Dhaka,Online,4,2138.02,0.15,7269.27,4303.58,2965.69
O00263,2025-06-02,C0199,P102,Polo Shirt,Apparel,Rajshahi,Online,4,1047.38,0.05,3980.04,2894.35,1085.69
O00264,2025-04-04,C0052,P107,Backpack,Accessories,Chattogram,Partner,5,1797.39,0,8986.95,5388.44,3598.51
O00265,2025-06-15,C0210,P104,Keyboard,Electronics,Rajshahi,Retail,3,2256.42,0.15,5753.87,4076.14,1677.73
O00266,2026-08-31,C0156,P102,Polo Shirt,Apparel,Dhaka,Retail,3,1033.22,0,3099.66,1999.21,1100.45
O00267,2026-11-24,C0067,P103,Trousers,Apparel,Rajshahi,Retail,3,1453.24,0,4359.72,2537.76,1821.96
O00268,2026-03-03,C0145,P103,Trousers,Apparel,Rajshahi,Partner,7,1626.86,0.05,10818.62,7011.56,3807.06
O00269,2026-04-13,C0074,P105,Monitor,Electronics,Rajshahi,Partner,3,14520.41,0.05,41383.17,26469.2,14913.97
O00270,2026-02-13,C0040,P101,Shirt,Apparel,Khulna,Online,3,831.4,0.05,2369.49,1588.77,780.72
O00271,2025-06-26,C0187,P107,Backpack,Accessories,Rajshahi,Online,5,1850.5,0.05,8789.88,6387.92,2401.96
O00272,2026-02-11,C0106,P102,Polo Shirt,Apparel,Chattogram,Retail,1,1167.85,0,1167.85,731.92,435.93
O00273,2025-06-01,C0128,P103,Trousers,Apparel,Rajshahi,Partner,6,1563.64,0.05,8912.75,6137.17,2775.58
O00274,2026-06-11,C0046,P101,Shirt,Apparel,Rajshahi,Online,2,853.36,0.1,1536.05,1054.06,481.99
O00275,2025-04-26,C0018,P103,Trousers,Apparel,Dhaka,Retail,5,1589.39,0.15,6754.91,4392.12,2362.79
O00276,2026-05-27,C0230,P106,Headset,Electronics,Rajshahi,Partner,4,3268.02,0,13072.08,8837.39,4234.69
O00277,2025-09-20,C0172,P105,Monitor,Electronics,Rajshahi,Online,3,15059.15,0.15,38400.83,23447.76,14953.07
O00278,2026-09-22,C0219,P104,Keyboard,Electronics,Rajshahi,Partner,3,2211.82,0,6635.46,4738.68,1896.78
O00279,2026-03-17,C0235,P103,Trousers,Apparel,Rajshahi,Online,3,1422.87,0,4268.61,3144.03,1124.58
O00280,2025-06-21,C0109,P105,Monitor,Electronics,Rajshahi,Partner,3,14775.5,0.05,42110.17,25704.88,16405.29
O00281,2025-02-14,C0012,P108,Notebook,Stationery,Khulna,Online,5,180.53,0.05,857.52,565.46,292.06
O00282,2025-10-10,C0111,P106,Headset,Electronics,Rajshahi,Partner,7,2999.76,0.05,19948.4,13862.1,6086.3
O00283,2026-08-27,C0122,P103,Trousers,Apparel,Chattogram,Retail,6,1578.67,0,9472.02,5712.39,3759.63
O00284,2026-05-16,C0138,P103,Trousers,Apparel,Chattogram,Online,7,1538.57,0.05,10231.49,6039.24,4192.25
O00285,2026-05-05,C0072,P108,Notebook,Stationery,Dhaka,Retail,4,171.03,0.1,615.71,413.93,201.78
O00286,2025-02-09,C0148,P101,Shirt,Apparel,Rajshahi,Retail,6,773.09,0.05,4406.61,3182.66,1223.95
O00287,2025-03-29,C0034,P104,Keyboard,Electronics,Dhaka,Retail,2,2069.4,0.15,3517.98,2045.57,1472.41
O00288,2025-03-06,C0104,P102,Polo Shirt,Apparel,Chattogram,Retail,7,1104.77,0,7733.39,4727.89,3005.5
O00289,2025-04-23,C0013,P101,Shirt,Apparel,Khulna,Online,4,779.94,0.05,2963.77,1965.11,998.66
O00290,2025-05-23,C0028,P104,Keyboard,Electronics,Khulna,Retail,6,2346.33,0.15,11966.28,6973.78,4992.5
O00291,2025-09-10,C0009,P102,Polo Shirt,Apparel,Rajshahi,Partner,1,1043.42,0.15,886.91,667.15,219.76
O00292,2025-01-18,C0192,P101,Shirt,Apparel,Rajshahi,Partner,7,839.16,0.1,5286.71,3439.68,1847.03
O00293,2025-04-19,C0115,P103,Trousers,Apparel,Khulna,Partner,2,1612.99,0.15,2742.08,1729.38,1012.7
O00294,2026-05-11,C0047,P101,Shirt,Apparel,Rajshahi,Retail,1,847.97,0.1,763.17,494.62,268.55
O00295,2026-02-26,C0220,P108,Notebook,Stationery,Chattogram,Partner,1,179.74,0.15,152.78,105.67,47.11
O00296,2025-07-27,C0085,P103,Trousers,Apparel,Khulna,Partner,2,1605.13,0.15,2728.72,1975.81,752.91
O00297,2026-06-11,C0038,P104,Keyboard,Electronics,Khulna,Retail,4,2375.49,0.1,8551.76,5176.07,3375.69
O00298,2026-01-08,C0115,P108,Notebook,Stationery,Chattogram,Partner,1,182.09,0,182.09,114.89,67.2
O00299,2026-12-12,C0101,P104,Keyboard,Electronics,Rajshahi,Online,7,2316.18,0.05,15402.6,10736.14,4666.46
O00300,2025-05-04,C0200,P104,Keyboard,Electronics,Chattogram,Online,1,2301.39,0.15,1956.18,1323.01,633.17
O00301,2026-12-31,C0056,P104,Keyboard,Electronics,Khulna,Online,7,2145.21,0,15016.47,11230.03,3786.44
O00302,2025-08-21,C0226,P103,Trousers,Apparel,Khulna,Online,6,1617.3,0,9703.8,6999.51,2704.29
O00303,2025-04-29,C0008,P104,Keyboard,Electronics,Dhaka,Online,4,2285.33,0,9141.32,6188.31,2953.01
O00304,2025-07-11,C0187,P104,Keyboard,Electronics,Dhaka,Partner,6,2303.33,0.1,12437.98,8481.48,3956.5
O00305,2025-10-16,C0150,P101,Shirt,Apparel,Khulna,Online,2,762.64,0,1525.28,1053.87,471.41
O00306,2025-07-02,C0051,P108,Notebook,Stationery,Chattogram,Partner,2,183.53,0,367.06,220.96,146.1
O00307,2025-12-16,C0066,P102,Polo Shirt,Apparel,Chattogram,Retail,2,1108.2,0,2216.4,1477.98,738.42
O00308,2025-05-09,C0148,P103,Trousers,Apparel,Chattogram,Partner,1,1599.92,0,1599.92,1104.13,495.79
O00309,2025-03-07,C0006,P101,Shirt,Apparel,Rajshahi,Retail,1,776.73,0,776.73,470.24,306.49
O00310,2025-06-30,C0112,P106,Headset,Electronics,Chattogram,Retail,5,3367.12,0.15,14310.26,10621.57,3688.69
O00311,2025-07-29,C0021,P106,Headset,Electronics,Khulna,Online,4,3142.23,0.1,11312.03,7351.16,3960.87
O00312,2026-09-26,C0103,P106,Headset,Electronics,Dhaka,Online,1,3413.26,0,3413.26,2015.38,1397.88
O00313,2025-08-29,C0117,P105,Monitor,Electronics,Chattogram,Online,1,15334.01,0,15334.01,10700.05,4633.96
O00314,2025-02-15,C0151,P101,Shirt,Apparel,Rajshahi,Partner,6,847.14,0.15,4320.41,3107.97,1212.44
O00315,2026-11-21,C0213,P101,Shirt,Apparel,Chattogram,Online,4,780.15,0.05,2964.57,2181.21,783.36
O00316,2025-04-25,C0213,P108,Notebook,Stationery,Dhaka,Online,6,183.23,0.05,1044.41,736.76,307.65
O00317,2026-06-09,C0164,P108,Notebook,Stationery,Chattogram,Retail,1,187.0,0,187.0,133.32,53.68
O00318,2025-11-04,C0211,P104,Keyboard,Electronics,Chattogram,Partner,7,2306.22,0,16143.54,10371.55,5771.99
O00319,2026-05-05,C0119,P106,Headset,Electronics,Rajshahi,Partner,5,3445.49,0.15,14643.33,10445.43,4197.9
O00320,2026-01-16,C0179,P106,Headset,Electronics,Rajshahi,Online,5,3343.46,0,16717.3,10645.15,6072.15
O00321,2025-08-26,C0021,P107,Backpack,Accessories,Dhaka,Online,5,1684.94,0,8424.7,6126.2,2298.5
O00322,2025-12-04,C0073,P108,Notebook,Stationery,Chattogram,Online,5,184.88,0.15,785.74,479.59,306.15
O00323,2025-04-13,C0010,P104,Keyboard,Electronics,Khulna,Online,4,2330.69,0.1,8390.48,5020.32,3370.16
O00324,2026-12-07,C0066,P106,Headset,Electronics,Khulna,Partner,4,3018.48,0.05,11470.22,8149.42,3320.8
O00325,2025-06-16,C0232,P108,Notebook,Stationery,Chattogram,Retail,5,188.48,0,942.4,632.58,309.82
O00326,2026-10-02,C0087,P108,Notebook,Stationery,Dhaka,Online,1,171.86,0.15,146.08,92.57,53.51
O00327,2025-01-31,C0101,P106,Headset,Electronics,Khulna,Partner,5,3210.15,0.15,13643.14,8625.99,5017.15
O00328,2025-01-23,C0207,P101,Shirt,Apparel,Khulna,Partner,3,842.95,0,2528.85,1682.13,846.72
O00329,2025-05-03,C0077,P106,Headset,Electronics,Rajshahi,Online,1,3039.52,0.05,2887.54,1822.34,1065.2
O00330,2026-06-21,C0132,P102,Polo Shirt,Apparel,Chattogram,Retail,5,1198.1,0,5990.5,3865.62,2124.88
O00331,2025-05-30,C0139,P108,Notebook,Stationery,Dhaka,Partner,2,182.44,0.05,346.64,203.6,143.04
O00332,2026-02-09,C0234,P104,Keyboard,Electronics,Dhaka,Partner,2,2206.48,0.15,3751.02,2259.56,1491.46
O00333,2025-03-02,C0044,P104,Keyboard,Electronics,Rajshahi,Partner,2,2127.41,0,4254.82,3032.26,1222.56
O00334,2026-10-08,C0225,P108,Notebook,Stationery,Chattogram,Retail,3,182.44,0,547.32,351.21,196.11
O00335,2026-01-10,C0056,P101,Shirt,Apparel,Rajshahi,Retail,2,870.23,0.05,1653.44,1072.07,581.37
O00336,2025-10-24,C0193,P102,Polo Shirt,Apparel,Dhaka,Online,3,1153.29,0,3459.87,2321.09,1138.78
O00337,2025-09-21,C0234,P101,Shirt,Apparel,Dhaka,Partner,4,828.2,0.15,2815.88,1918.23,897.65
O00338,2025-05-27,C0075,P101,Shirt,Apparel,Dhaka,Online,5,855.85,0.15,3637.36,2507.74,1129.62
O00339,2026-08-03,C0086,P107,Backpack,Accessories,Dhaka,Partner,1,1678.88,0.15,1427.05,868.75,558.3
O00340,2025-10-30,C0118,P102,Polo Shirt,Apparel,Rajshahi,Partner,4,1133.46,0,4533.84,2797.41,1736.43
O00341,2025-04-21,C0038,P105,Monitor,Electronics,Dhaka,Online,7,15406.43,0.15,91668.26,55861.49,35806.77
O00342,2026-01-01,C0022,P102,Polo Shirt,Apparel,Chattogram,Partner,1,1074.07,0,1074.07,685.07,389.0
O00343,2025-12-11,C0041,P101,Shirt,Apparel,Chattogram,Online,7,771.01,0,5397.07,3263.18,2133.89
O00344,2026-10-18,C0149,P106,Headset,Electronics,Dhaka,Retail,7,3479.03,0,24353.21,15815.95,8537.26
O00345,2026-06-10,C0075,P103,Trousers,Apparel,Rajshahi,Online,7,1600.52,0.15,9523.09,6235.67,3287.42
O00346,2025-09-15,C0205,P106,Headset,Electronics,Khulna,Partner,1,3206.05,0.05,3045.75,1848.5,1197.25
O00347,2025-12-14,C0003,P104,Keyboard,Electronics,Dhaka,Partner,1,2231.25,0,2231.25,1669.37,561.88
O00348,2025-12-17,C0008,P102,Polo Shirt,Apparel,Khulna,Online,1,1066.46,0.15,906.49,538.19,368.3
O00349,2026-05-24,C0085,P104,Keyboard,Electronics,Dhaka,Partner,6,2085.88,0.15,10637.99,6322.69,4315.3
O00350,2026-03-10,C0184,P104,Keyboard,Electronics,Chattogram,Partner,1,2311.67,0.15,1964.92,1389.11,575.81
O00351,2025-07-01,C0091,P101,Shirt,Apparel,Khulna,Partner,1,798.56,0.1,718.7,537.59,181.11
O00352,2026-01-10,C0158,P101,Shirt,Apparel,Dhaka,Retail,2,777.11,0,1554.22,924.18,630.04
O00353,2025-09-02,C0208,P106,Headset,Electronics,Khulna,Retail,1,3306.95,0.1,2976.26,1994.32,981.94
O00354,2026-02-23,C0111,P103,Trousers,Apparel,Dhaka,Retail,1,1481.65,0,1481.65,975.76,505.89
O00355,2025-07-11,C0009,P108,Notebook,Stationery,Chattogram,Retail,1,169.97,0.05,161.47,97.22,64.25
O00356,2025-05-13,C0102,P101,Shirt,Apparel,Rajshahi,Online,6,783.27,0.1,4229.66,3010.36,1219.3
O00357,2026-07-23,C0095,P105,Monitor,Electronics,Rajshahi,Retail,7,14356.08,0.1,90443.3,67746.37,22696.93
O00358,2025-09-11,C0221,P106,Headset,Electronics,Chattogram,Partner,2,3269.98,0.15,5558.97,3548.11,2010.86
O00359,2026-04-19,C0130,P104,Keyboard,Electronics,Rajshahi,Partner,1,2125.46,0,2125.46,1336.6,788.86
O00360,2025-09-13,C0011,P101,Shirt,Apparel,Dhaka,Online,6,807.95,0.05,4605.32,2767.8,1837.52
O00361,2026-08-09,C0017,P106,Headset,Electronics,Chattogram,Online,4,3139.28,0.05,11929.26,7814.71,4114.55
O00362,2026-12-20,C0075,P106,Headset,Electronics,Khulna,Retail,7,3156.72,0.15,18782.48,13087.63,5694.85
O00363,2026-11-03,C0065,P104,Keyboard,Electronics,Khulna,Partner,1,2254.34,0,2254.34,1429.49,824.85
O00364,2025-08-09,C0022,P101,Shirt,Apparel,Chattogram,Retail,6,788.69,0.15,4022.32,2966.03,1056.29
O00365,2025-04-04,C0034,P108,Notebook,Stationery,Rajshahi,Partner,1,173.27,0.15,147.28,92.28,55.0
O00366,2026-04-06,C0234,P101,Shirt,Apparel,Rajshahi,Retail,3,816.14,0,2448.42,1613.56,834.86
O00367,2025-04-05,C0109,P105,Monitor,Electronics,Khulna,Partner,5,14148.93,0.15,60132.95,43884.15,16248.8
O00368,2026-09-09,C0186,P104,Keyboard,Electronics,Rajshahi,Online,4,2267.69,0,9070.76,6669.09,2401.67
O00369,2026-07-03,C0180,P106,Headset,Electronics,Rajshahi,Partner,1,3166.6,0.15,2691.61,1875.88,815.73
O00370,2025-02-22,C0195,P105,Monitor,Electronics,Khulna,Online,5,13903.93,0.05,66043.67,49968.25,16075.42
O00371,2025-07-07,C0147,P108,Notebook,Stationery,Rajshahi,Online,6,181.67,0.05,1035.52,755.4,280.12
O00372,2025-10-17,C0177,P101,Shirt,Apparel,Chattogram,Retail,6,865.9,0.05,4935.63,2924.27,2011.36
O00373,2025-05-06,C0192,P105,Monitor,Electronics,Rajshahi,Partner,5,14158.13,0.1,63711.58,42355.18,21356.4
O00374,2026-07-29,C0179,P103,Trousers,Apparel,Khulna,Online,7,1445.38,0.1,9105.89,6910.29,2195.6
O00375,2025-07-13,C0106,P103,Trousers,Apparel,Khulna,Retail,1,1465.55,0.15,1245.72,842.17,403.55
O00376,2026-11-20,C0053,P103,Trousers,Apparel,Chattogram,Online,2,1395.71,0,2791.42,1906.95,884.47
O00377,2026-01-20,C0097,P108,Notebook,Stationery,Rajshahi,Online,6,192.05,0,1152.3,780.47,371.83
O00378,2026-07-03,C0149,P101,Shirt,Apparel,Khulna,Partner,7,845.83,0,5920.81,3874.62,2046.19
O00379,2026-06-24,C0121,P102,Polo Shirt,Apparel,Khulna,Partner,1,1030.03,0.1,927.03,599.34,327.69
O00380,2025-01-05,C0046,P105,Monitor,Electronics,Khulna,Online,6,15519.53,0.05,88461.32,66181.95,22279.37
O00381,2025-02-26,C0090,P101,Shirt,Apparel,Chattogram,Online,4,801.74,0,3206.96,2252.69,954.27
O00382,2026-07-26,C0043,P108,Notebook,Stationery,Dhaka,Online,6,182.32,0,1093.92,784.12,309.8
O00383,2026-12-19,C0085,P104,Keyboard,Electronics,Khulna,Retail,4,2352.46,0,9409.84,6610.49,2799.35
O00384,2026-05-10,C0004,P104,Keyboard,Electronics,Rajshahi,Partner,7,2366.1,0.15,14078.3,10046.84,4031.46
O00385,2026-11-13,C0231,P101,Shirt,Apparel,Khulna,Online,6,860.07,0.1,4644.38,3151.78,1492.6
O00386,2025-07-12,C0133,P102,Polo Shirt,Apparel,Chattogram,Online,5,1187.73,0,5938.65,4128.41,1810.24
O00387,2026-02-11,C0165,P107,Backpack,Accessories,Khulna,Retail,1,1910.87,0.1,1719.78,1059.35,660.43
O00388,2026-08-28,C0102,P102,Polo Shirt,Apparel,Rajshahi,Online,6,1165.91,0,6995.46,4680.44,2315.02
O00389,2026-03-10,C0009,P108,Notebook,Stationery,Khulna,Partner,7,192.19,0.05,1278.06,900.18,377.88
O00390,2025-05-07,C0157,P103,Trousers,Apparel,Chattogram,Online,6,1565.79,0.1,8455.27,5760.93,2694.34
O00391,2026-01-23,C0039,P107,Backpack,Accessories,Rajshahi,Online,4,1864.87,0.1,6713.53,4648.73,2064.8
O00392,2026-12-09,C0042,P106,Headset,Electronics,Dhaka,Partner,1,3221.03,0,3221.03,1965.23,1255.8
O00393,2025-10-19,C0067,P106,Headset,Electronics,Rajshahi,Retail,4,3400.67,0.05,12922.55,9448.18,3474.37
O00394,2025-07-29,C0235,P105,Monitor,Electronics,Khulna,Partner,2,14203.89,0,28407.78,21285.41,7122.37
O00395,2025-09-01,C0192,P107,Backpack,Accessories,Dhaka,Partner,7,1794.76,0.15,10678.82,7970.64,2708.18
O00396,2025-11-24,C0157,P101,Shirt,Apparel,Dhaka,Retail,2,764.24,0.05,1452.06,1040.47,411.59
O00397,2026-10-05,C0124,P101,Shirt,Apparel,Chattogram,Retail,6,803.21,0,4819.26,3189.79,1629.47
O00398,2025-07-04,C0116,P104,Keyboard,Electronics,Chattogram,Retail,1,2182.43,0,2182.43,1280.17,902.26
O00399,2026-05-12,C0166,P107,Backpack,Accessories,Chattogram,Online,5,1901.16,0.1,8555.22,5855.71,2699.51
O00400,2026-08-16,C0172,P104,Keyboard,Electronics,Khulna,Online,7,2046.62,0,14326.34,10056.94,4269.4
O00401,2025-12-31,C0028,P102,Polo Shirt,Apparel,Dhaka,Online,2,1116.42,0.05,2121.2,1385.3,735.9
O00402,2026-03-11,C0114,P108,Notebook,Stationery,Dhaka,Partner,3,169.58,0.15,432.43,326.45,105.98
O00403,2026-05-12,C0147,P103,Trousers,Apparel,Chattogram,Partner,6,1512.08,0,9072.48,5526.06,3546.42
O00404,2025-05-22,C0002,P103,Trousers,Apparel,Dhaka,Partner,2,1465.34,0.05,2784.15,2018.08,766.07
O00405,2025-07-09,C0021,P101,Shirt,Apparel,Chattogram,Online,6,818.89,0.1,4422.01,2895.08,1526.93
O00406,2025-07-10,C0004,P102,Polo Shirt,Apparel,Chattogram,Partner,7,1028.36,0.05,6838.59,4179.72,2658.87
O00407,2025-01-11,C0011,P101,Shirt,Apparel,Dhaka,Online,2,863.34,0,1726.68,1035.21,691.47
O00408,2025-08-19,C0194,P107,Backpack,Accessories,Rajshahi,Partner,5,1865.68,0.05,8861.98,5279.2,3582.78
O00409,2025-08-08,C0013,P106,Headset,Electronics,Khulna,Retail,2,3167.71,0.05,6018.65,4384.56,1634.09
O00410,2026-11-19,C0079,P108,Notebook,Stationery,Dhaka,Retail,3,176.78,0,530.34,392.93,137.41
O00411,2026-11-15,C0126,P106,Headset,Electronics,Rajshahi,Retail,1,3318.3,0.15,2820.56,1936.55,884.01
O00412,2026-08-23,C0052,P104,Keyboard,Electronics,Chattogram,Online,2,2069.46,0,4138.92,2580.09,1558.83
O00413,2026-07-04,C0208,P108,Notebook,Stationery,Rajshahi,Retail,5,184.31,0,921.55,634.1,287.45
O00414,2025-06-25,C0036,P103,Trousers,Apparel,Rajshahi,Online,4,1598.3,0,6393.2,4579.46,1813.74
O00415,2025-10-16,C0083,P101,Shirt,Apparel,Rajshahi,Partner,5,864.47,0,4322.35,2546.18,1776.17
O00416,2026-05-12,C0123,P101,Shirt,Apparel,Chattogram,Online,2,771.88,0,1543.76,993.25,550.51
O00417,2026-06-16,C0002,P102,Polo Shirt,Apparel,Khulna,Online,6,1189.37,0.1,6422.6,4253.01,2169.59
O00418,2025-07-21,C0088,P101,Shirt,Apparel,Chattogram,Online,6,835.8,0.1,4513.32,3316.27,1197.05
O00419,2026-10-05,C0006,P105,Monitor,Electronics,Khulna,Online,6,13571.78,0.15,69216.08,43627.14,25588.94
O00420,2026-07-13,C0151,P104,Keyboard,Electronics,Rajshahi,Partner,3,2284.32,0.1,6167.66,4109.27,2058.39
O00421,2025-01-10,C0226,P107,Backpack,Accessories,Khulna,Online,6,1873.44,0.1,10116.58,6052.07,4064.51
O00422,2026-03-31,C0130,P105,Monitor,Electronics,Chattogram,Partner,5,15137.72,0,75688.6,45354.66,30333.94
O00423,2026-09-06,C0106,P108,Notebook,Stationery,Rajshahi,Partner,2,185.26,0.1,333.47,234.87,98.6
O00424,2026-03-13,C0188,P106,Headset,Electronics,Chattogram,Online,5,3213.08,0.1,14458.86,8705.94,5752.92
O00425,2026-12-06,C0070,P101,Shirt,Apparel,Khulna,Retail,1,795.33,0.1,715.8,436.77,279.03
O00426,2025-07-28,C0182,P105,Monitor,Electronics,Dhaka,Online,5,13954.34,0,69771.7,51587.72,18183.98
O00427,2026-10-30,C0141,P104,Keyboard,Electronics,Rajshahi,Partner,3,2164.96,0.1,5845.39,3737.07,2108.32
O00428,2026-01-12,C0090,P107,Backpack,Accessories,Rajshahi,Online,6,1750.33,0.05,9976.88,6910.22,3066.66
O00429,2025-09-21,C0090,P104,Keyboard,Electronics,Rajshahi,Retail,1,2162.28,0,2162.28,1580.87,581.41
O00430,2025-10-09,C0148,P104,Keyboard,Electronics,Chattogram,Partner,4,2185.41,0,8741.64,6192.33,2549.31
O00431,2025-05-24,C0195,P102,Polo Shirt,Apparel,Chattogram,Partner,7,1186.79,0.05,7892.15,5418.83,2473.32
O00432,2025-01-12,C0209,P106,Headset,Electronics,Chattogram,Online,4,3389.44,0,13557.76,9332.08,4225.68
O00433,2025-08-12,C0206,P104,Keyboard,Electronics,Khulna,Online,4,2069.29,0,8277.16,5021.68,3255.48
O00434,2025-08-31,C0013,P103,Trousers,Apparel,Khulna,Retail,1,1527.34,0,1527.34,1146.21,381.13
O00435,2025-06-22,C0114,P102,Polo Shirt,Apparel,Chattogram,Online,6,1076.27,0,6457.62,4281.42,2176.2
O00436,2025-01-25,C0149,P106,Headset,Electronics,Dhaka,Partner,3,3214.56,0.15,8197.13,6028.83,2168.3
O00437,2026-02-02,C0041,P102,Polo Shirt,Apparel,Rajshahi,Partner,3,1113.32,0.15,2838.97,2131.22,707.75
O00438,2025-09-08,C0146,P104,Keyboard,Electronics,Chattogram,Online,6,2207.11,0,13242.66,9026.89,4215.77
O00439,2026-12-31,C0046,P104,Keyboard,Electronics,Khulna,Retail,2,2120.32,0.1,3816.58,2377.77,1438.81
O00440,2025-01-23,C0113,P101,Shirt,Apparel,Chattogram,Retail,5,807.29,0.15,3430.98,2490.67,940.31
O00441,2026-10-09,C0192,P103,Trousers,Apparel,Khulna,Online,2,1428.55,0,2857.1,1843.51,1013.59
O00442,2025-12-18,C0108,P107,Backpack,Accessories,Rajshahi,Online,5,1830.02,0,9150.1,6135.82,3014.28
O00443,2025-03-01,C0218,P108,Notebook,Stationery,Dhaka,Partner,5,189.36,0.05,899.46,628.22,271.24
O00444,2025-07-05,C0006,P102,Polo Shirt,Apparel,Chattogram,Partner,7,1051.5,0.1,6624.45,3862.98,2761.47
O00445,2026-10-28,C0045,P105,Monitor,Electronics,Chattogram,Partner,5,14698.93,0,73494.65,55788.13,17706.52
