transaction_id,customer_id,transaction_date,revenue,channel
T0094-01,C0094,2025-11-12,3124.62,Store
T0094-02,C0094,2025-09-25,1868.59,Store
T0094-03,C0094,2026-01-29,4198.68,Store
T0094-04,C0094,2026-01-02,391.45,App
T0094-05,C0094,2025-11-30,1238.5,Web
T0095-01,C0095,2025-02-17,5177.28,Web
T0095-02,C0095,2025-03-27,1387.71,App
T0095-03,C0095,2025-02-18,4152.61,App
T0096-01,C0096,2025-07-12,1961.06,App
T0097-01,C0097,2025-11-28,5479.45,App
T0097-02,C0097,2026-02-21,3947.4,App
T0097-03,C0097,2025-11-20,280.45,Store
T0097-04,C0097,2026-04-11,3966.45,Store
T0097-05,C0097,2025-12-12,2057.78,Web
T0097-06,C0097,2025-12-02,1574.56,Store
T0098-01,C0098,2025-03-10,2188.88,Store
T0098-02,C0098,2025-09-16,2415.44,Store
T0098-03,C0098,2025-05-03,2026.4,Store
T0098-04,C0098,2025-10-29,5675.01,Store
T0098-05,C0098,2025-05-21,2780.37,Web
T0098-06,C0098,2025-07-24,2234.12,App
T0098-07,C0098,2025-09-05,3426.35,App
T0099-01,C0099,2026-08-09,376.36,App
T0099-02,C0099,2026-04-06,1327.54,Web
T0099-03,C0099,2026-08-30,2786.32,Store
T0099-04,C0099,2026-06-17,4938.04,App
T0099-05,C0099,2026-05-11,844.99,Web
T0099-06,C0099,2026-08-29,5254.6,Web
T0099-07,C0099,2026-04-28,1767.21,Web
T0099-08,C0099,2026-09-20,4568.97,Store
T0100-01,C0100,2025-06-28,4770.28,Web
T0100-02,C0100,2025-07-23,2666.54,App
T0101-01,C0101,2025-05-31,5184.91,Store
T0102-01,C0102,2025-10-28,972.94,Store
T0102-02,C0102,2025-12-14,3348.47,Store
T0102-03,C0102,2025-12-29,4372.41,Store
T0102-04,C0102,2025-11-22,2362.82,App
T0102-05,C0102,2026-01-04,2868.59,Store
T0103-01,C0103,2026-01-22,4571.26,Web
T0103-02,C0103,2025-12-02,2963.49,Web
T0104-01,C0104,2025-10-30,4159.58,Store
T0105-01,C0105,2026-01-29,5484.88,Store
T0105-02,C0105,2026-04-07,419.57,App
T0105-03,C0105,2026-09-02,3787.08,Web
T0105-04,C0105,2026-08-20,5481.98,Store
T0105-05,C0105,2026-08-14,3939.13,App
T0105-06,C0105,2025-11-23,5298.53,Store
T0105-07,C0105,2026-12-28,4224.14,Store
T0105-08,C0105,2026-02-26,3719.69,App
T0105-09,C0105,2026-06-03,5299.45,Web
T0105-10,C0105,2026-12-23,424.81,Store
T0105-11,C0105,2025-11-04,5091.06,App
T0106-01,C0106,2026-03-15,2301.01,Web
T0106-02,C0106,2025-11-01,3562.01,Web
T0106-03,C0106,2026-01-08,3887.37,App
T0106-04,C0106,2025-10-03,1930.55,Store
T0106-05,C0106,2025-10-21,1619.33,Web
T0106-06,C0106,2026-01-27,2992.32,Store
T0106-07,C0106,2026-11-08,4209.21,Store
T0106-08,C0106,2026-04-08,4429.22,Store
T0106-09,C0106,2026-09-19,2979.9,App
T0106-10,C0106,2025-10-24,4575.8,App
T0107-01,C0107,2026-07-24,329.35,App
T0107-02,C0107,2026-07-10,1302.08,Store
T0107-03,C0107,2026-01-19,493.97,App
T0107-04,C0107,2026-06-05,3801.68,Web
T0108-01,C0108,2025-11-29,1430.87,App
T0108-02,C0108,2025-08-19,4046.23,Store
T0108-03,C0108,2025-10-26,2327.35,Store
T0108-04,C0108,2025-10-30,4755.57,App
T0108-05,C0108,2025-11-13,471.92,Store
T0108-06,C0108,2025-08-01,4913.67,App
T0108-07,C0108,2025-12-20,1178.07,Web
T0109-01,C0109,2025-11-09,4001.77,Web
T0109-02,C0109,2025-09-02,2127.16,Web
T0109-03,C0109,2025-11-14,3822.19,Store
T0109-04,C0109,2025-12-29,5588.48,App
T0109-05,C0109,2025-11-08,1338.45,App
T0109-06,C0109,2025-08-11,4456.17,Web
T0109-07,C0109,2025-12-27,1444.25,Web
T0109-08,C0109,2025-07-04,2354.49,Web
T0109-09,C0109,2025-06-24,1400.44,Web
T0110-01,C0110,2025-12-20,1768.74,Web
T0110-02,C0110,2026-03-12,2079.73,App
T0110-03,C0110,2025-10-06,5342.82,App
T0110-04,C0110,2026-05-05,3541.03,App
T0110-05,C0110,2026-02-12,4680.7,Web
T0110-06,C0110,2025-08-23,5216.76,App
T0110-07,C0110,2025-10-10,2836.64,App
T0110-08,C0110,2026-05-03,4150.73,Store
T0110-09,C0110,2026-03-02,2711.63,Store
T0110-10,C0110,2026-04-12,2619.43,Web
T0111-01,C0111,2025-07-16,3738.64,App
T0111-02,C0111,2025-06-11,3120.44,Web
T0112-01,C0112,2025-11-20,4039.39,App
T0113-01,C0113,2026-02-27,4590.32,Web
T0113-02,C0113,2025-12-05,2102.28,Store
T0113-03,C0113,2025-12-02,3376.3,Web
T0113-04,C0113,2026-01-01,4868.31,Web
T0113-05,C0113,2026-02-20,4955.94,App
T0113-06,C0113,2025-10-11,2884.53,App
T0113-07,C0113,2025-10-14,2523.45,App
T0113-08,C0113,2025-08-10,5565.73,Web
T0114-01,C0114,2025-08-06,3719.01,Web
T0114-02,C0114,2025-08-22,2822.42,Web
T0114-03,C0114,2025-07-06,1680.06,Web
T0114-04,C0114,2025-07-10,5546.78,Web
T0114-05,C0114,2025-06-27,340.23,App
T0114-06,C0114,2025-10-25,5744.51,Web
T0114-07,C0114,2025-08-27,4639.34,App
T0115-01,C0115,2026-01-30,4404.94,Store
T0116-01,C0116,2026-08-07,3150.46,Web
T0117-01,C0117,2025-11-21,2209.02,Store
T0117-02,C0117,2026-01-12,3132.74,App
T0117-03,C0117,2025-07-06,2362.47,Web
T0117-04,C0117,2025-11-03,1395.28,Store
T0117-05,C0117,2026-01-20,2095.74,App
T0117-06,C0117,2025-07-03,5013.2,Store
T0117-07,C0117,2026-06-17,3700.21,Store
T0117-08,C0117,2026-05-07,722.26,Web
T0118-01,C0118,2026-06-22,5259.65,Store
T0118-02,C0118,2025-06-10,4529.92,Store
T0118-03,C0118,2025-11-21,2990.54,App
T0118-04,C0118,2025-07-15,2499.51,App
T0118-05,C0118,2026-07-19,2223.31,App
T0118-06,C0118,2026-04-25,4079.19,Web
T0118-07,C0118,2026-06-20,2316.83,App
T0118-08,C0118,2026-07-25,2028.21,App
T0118-09,C0118,2026-02-23,5104.93,Store
T0118-10,C0118,2025-12-30,3451.31,App
T0118-11,C0118,2025-06-29,5347.6,App
T0119-01,C0119,2025-12-13,1483.88,Store
T0119-02,C0119,2026-01-16,386.74,Store
T0120-01,C0120,2025-09-10,1221.72,Web
T0121-01,C0121,2026-05-13,5708.11,Store
T0121-02,C0121,2025-10-03,1247.48,Store
T0121-03,C0121,2025-08-16,2346.39,Store
T0121-04,C0121,2026-02-02,1149.94,App
T0121-05,C0121,2026-02-16,2882.99,Store
T0121-06,C0121,2026-02-11,3344.45,App
T0121-07,C0121,2025-11-28,638.75,App
T0121-08,C0121,2026-05-15,3441.29,App
T0121-09,C0121,2026-01-02,5232.38,Store
T0121-10,C0121,2026-01-14,688.63,Web
T0121-11,C0121,2026-04-24,2705.36,Web
T0121-12,C0121,2026-04-18,704.03,Store
T0122-01,C0122,2025-09-21,2474.72,Web
T0122-02,C0122,2025-10-11,916.47,App
T0122-03,C0122,2026-07-09,2866.19,App
T0122-04,C0122,2025-09-25,3806.06,Store
T0122-05,C0122,2026-05-29,3557.69,Web
T0122-06,C0122,2026-05-27,460.57,App
T0122-07,C0122,2025-10-01,4144.32,Web
T0122-08,C0122,2025-11-07,4607.45,Web
T0122-09,C0122,2025-12-27,5328.68,Web
T0122-10,C0122,2026-01-03,5251.96,Store
T0122-11,C0122,2026-03-23,2055.41,Store
T0122-12,C0122,2026-05-08,1685.63,Store
T0123-01,C0123,2025-11-28,3214.6,Web
T0123-02,C0123,2025-10-11,4032.11,App
T0123-03,C0123,2025-10-13,348.35,Store
T0123-04,C0123,2025-12-02,965.3,Store
T0124-01,C0124,2025-05-10,5573.99,App
T0125-01,C0125,2025-04-12,1354.12,Store
T0125-02,C0125,2025-06-04,2163.38,Store
T0125-03,C0125,2025-07-08,2403.45,Store
T0125-04,C0125,2025-07-22,5080.24,Store
T0125-05,C0125,2025-05-25,1300.89,Store
T0125-06,C0125,2025-10-19,849.07,Store
T0125-07,C0125,2025-06-26,2474.53,App
T0125-08,C0125,2025-04-23,4539.31,App
T0125-09,C0125,2025-07-06,4069.43,Web
T0126-01,C0126,2026-07-17,896.92,Store
T0126-02,C0126,2026-06-25,572.71,Web
T0126-03,C0126,2026-03-31,1916.53,App
T0126-04,C0126,2026-07-25,594.41,App
T0126-05,C0126,2025-07-04,1712.57,Web
T0126-06,C0126,2026-08-04,1030.58,Web
T0126-07,C0126,2026-03-17,4535.23,App
T0126-08,C0126,2026-07-31,3617.89,Store
T0126-09,C0126,2025-06-17,784.15,Web
T0126-10,C0126,2026-07-24,3647.28,Store
T0126-11,C0126,2026-06-26,1313.32,App
T0127-01,C0127,2025-11-19,2734.56,Store
T0127-02,C0127,2025-11-08,736.29,Web
T0127-03,C0127,2025-09-29,5091.87,App
T0127-04,C0127,2025-12-30,2211.9,Web
T0127-05,C0127,2025-10-10,758.77,Store
T0127-06,C0127,2025-09-12,2036.67,Web
T0127-07,C0127,2025-10-06,4410.27,Web
T0127-08,C0127,2025-09-13,1879.55,Web
T0127-09,C0127,2025-12-01,1753.8,Store
T0128-01,C0128,2025-11-06,964.78,Store
T0128-02,C0128,2025-11-26,661.27,App
T0128-03,C0128,2025-12-19,788.81,App
T0128-04,C0128,2025-10-09,666.08,Store
T0128-05,C0128,2025-11-25,4097.74,Store
T0129-01,C0129,2025-10-23,2998.46,Web
T0129-02,C0129,2025-12-05,401.6,Web
T0129-03,C0129,2025-12-22,1854.78,App
T0130-01,C0130,2025-07-16,4135.62,Store
T0130-02,C0130,2025-10-09,817.09,App
T0130-03,C0130,2025-06-13,5120.86,Web
T0131-01,C0131,2026-06-09,4322.82,Web
T0132-01,C0132,2025-04-25,5276.27,Store
T0132-02,C0132,2025-03-14,3314.56,Store
T0133-01,C0133,2025-01-06,4926.15,App
T0134-01,C0134,2027-01-12,2516.98,App
T0134-02,C0134,2026-08-25,2309.24,Store
T0135-01,C0135,2026-07-11,4647.98,Web
T0135-02,C0135,2026-08-18,5167.88,Store
T0135-03,C0135,2026-02-09,1708.7,App
T0135-04,C0135,2026-06-08,1136.53,App
T0135-05,C0135,2026-01-01,4428.33,Web
T0135-06,C0135,2025-12-27,2241.71,App
T0135-07,C0135,2026-05-18,1792.09,Store
T0135-08,C0135,2026-05-21,1242.93,Web
T0135-09,C0135,2025-12-26,4728.78,Store
T0135-10,C0135,2026-02-06,2958.73,Store
T0136-01,C0136,2026-05-11,4249.57,Web
T0136-02,C0136,2026-08-12,762.57,Web
T0136-03,C0136,2026-02-16,4694.22,App
T0136-04,C0136,2026-06-25,1952.15,Web
T0136-05,C0136,2026-05-09,3350.4,App
T0136-06,C0136,2025-11-15,3610.35,Store
T0136-07,C0136,2026-04-08,2767.48,Web
T0136-08,C0136,2026-07-27,1090.52,Store
T0137-01,C0137,2025-05-09,2739.74,Store
T0138-01,C0138,2025-07-20,1285.56,Web
T0138-02,C0138,2025-07-25,1240.12,App
T0138-03,C0138,2025-08-28,2426.65,App
T0138-04,C0138,2025-07-24,1623.6,Store
T0138-05,C0138,2025-07-28,3574.56,App
T0138-06,C0138,2025-06-01,628.85,Web
T0138-07,C0138,2025-09-05,972.98,Store
T0139-01,C0139,2026-03-26,2394.06,App
T0139-02,C0139,2026-05-09,1214.17,Web
T0139-03,C0139,2025-12-07,762.26,Store
T0139-04,C0139,2026-05-08,1895.26,Store
T0139-05,C0139,2026-09-17,2006.22,Web
T0139-06,C0139,2026-02-04,3128.44,Store
T0139-07,C0139,2026-02-25,3036.43,App
T0139-08,C0139,2026-03-21,5730.09,Store
T0139-09,C0139,2026-10-01,3231.81,App
T0139-10,C0139,2026-06-26,3015.25,App
T0140-01,C0140,2026-06-26,972.92,App
T0140-02,C0140,2025-12-18,5142.46,Web
T0140-03,C0140,2026-03-05,1315.33,Store
T0140-04,C0140,2026-06-25,4342.47,Store
T0140-05,C0140,2026-01-22,5188.15,Web
T0140-06,C0140,2026-06-08,5717.41,Store
T0140-07,C0140,2025-09-03,3070.63,Web
T0140-08,C0140,2025-08-26,1283.72,App
T0141-01,C0141,2025-05-23,357.07,App
T0141-02,C0141,2025-10-15,1544.08,App
T0141-03,C0141,2025-03-06,3904.59,Store
T0141-04,C0141,2025-11-18,4827.34,Store
T0141-05,C0141,2025-04-21,3920.99,Store
T0141-06,C0141,2025-11-24,1090.95,Web
T0141-07,C0141,2025-08-27,319.71,App
T0141-08,C0141,2025-07-11,3311.57,Web
T0141-09,C0141,2025-10-18,426.74,Web
T0141-10,C0141,2025-12-17,2764.22,Web
T0142-01,C0142,2025-06-30,4845.32,App
T0142-02,C0142,2026-02-09,1499.02,App
T0142-03,C0142,2026-05-02,3393.12,App
T0142-04,C0142,2025-10-06,4663.51,Store
T0142-05,C0142,2026-04-29,2196.86,App
T0142-06,C0142,2026-08-05,1873.68,App
T0142-07,C0142,2026-04-02,1369.41,App
T0142-08,C0142,2026-09-04,4254.27,App
T0142-09,C0142,2026-06-25,592.34,Web
T0142-10,C0142,2026-10-04,4206.53,Store
T0142-11,C0142,2026-05-06,3807.41,App
T0142-12,C0142,2026-06-20,5514.0,Web
T0142-13,C0142,2026-07-11,3371.1,Store
T0142-14,C0142,2026-09-08,3660.68,Web
T0142-15,C0142,2025-06-24,1313.69,Store
T0143-01,C0143,2025-12-18,3796.71,Web
T0143-02,C0143,2026-05-13,4761.77,Web
T0144-01,C0144,2026-03-22,2800.73,App
T0144-02,C0144,2026-09-10,2569.09,Store
T0144-03,C0144,2026-08-05,2723.22,Store
T0144-04,C0144,2025-10-02,781.18,Web
T0144-05,C0144,2026-09-08,4200.39,App
T0144-06,C0144,2026-04-28,958.41,App
T0144-07,C0144,2026-05-23,4288.02,Web
T0144-08,C0144,2026-05-31,4696.56,Web
T0144-09,C0144,2026-10-19,1454.08,Store
T0144-10,C0144,2027-01-18,2189.77,Store
T0144-11,C0144,2026-01-02,4316.32,Store
T0144-12,C0144,2026-05-15,3730.75,Web
T0145-01,C0145,2025-09-20,5313.76,Store
T0145-02,C0145,2025-07-19,3064.13,Web
T0145-03,C0145,2025-09-08,2980.8,Store
T0146-01,C0146,2025-11-28,3009.16,Web
T0146-02,C0146,2026-11-29,2688.55,Store
T0146-03,C0146,2025-09-06,3935.26,Store
T0146-04,C0146,2026-07-30,2248.88,App
T0146-05,C0146,2025-08-13,5656.6,Store
T0146-06,C0146,2026-06-06,2641.51,Store
T0146-07,C0146,2026-04-29,543.44,Store
T0147-01,C0147,2025-05-17,3004.7,App
T0147-02,C0147,2025-05-21,2645.78,Web
T0147-03,C0147,2025-08-20,3880.05,Web
T0147-04,C0147,2025-09-01,568.62,App
T0147-05,C0147,2025-07-13,1036.76,Store
T0147-06,C0147,2025-09-03,4328.99,Store
T0147-07,C0147,2025-06-19,1406.84,Store
T0147-08,C0147,2025-08-26,2364.13,Web
T0147-09,C0147,2025-05-24,4933.69,App
T0147-10,C0147,2025-04-21,2437.95,Web
T0147-11,C0147,2025-08-22,3967.21,Web
T0147-12,C0147,2025-10-16,5542.75,Store
T0148-01,C0148,2025-12-02,2552.85,App
T0148-02,C0148,2026-03-30,5188.55,Store
T0148-03,C0148,2026-04-15,1773.96,App
T0149-01,C0149,2026-06-09,1930.73,Store
T0149-02,C0149,2025-10-01,837.65,Web
T0149-03,C0149,2025-05-04,4601.43,Web
T0149-04,C0149,2025-06-05,2774.95,Web
T0149-05,C0149,2025-11-11,5139.5,Web
T0149-06,C0149,2026-04-28,4756.46,Web
T0149-07,C0149,2026-02-22,2235.74,App
T0149-08,C0149,2025-12-02,1756.55,App
T0149-09,C0149,2025-10-29,488.8,Web
T0149-10,C0149,2025-06-24,4521.02,Store
T0149-11,C0149,2026-03-19,1499.58,Web
T0149-12,C0149,2025-02-05,480.18,App
T0149-13,C0149,2026-04-15,675.36,Web
T0150-01,C0150,2025-11-13,482.65,App
T0150-02,C0150,2025-12-06,996.18,Store
T0150-03,C0150,2025-11-14,2679.72,Web
T0151-01,C0151,2026-10-09,1939.27,Web
T0151-02,C0151,2026-07-26,1468.0,Web
T0151-03,C0151,2026-10-03,354.19,App
T0151-04,C0151,2025-10-01,1789.0,Web
T0151-05,C0151,2025-12-15,5668.45,Web
T0151-06,C0151,2026-11-30,4309.51,App
T0151-07,C0151,2026-09-23,2073.77,App
T0151-08,C0151,2026-02-14,3616.49,App
T0151-09,C0151,2026-03-15,1436.1,Store
T0151-10,C0151,2026-01-27,2194.87,Web
T0151-11,C0151,2026-08-06,763.34,App
T0152-01,C0152,2025-09-17,2765.0,App
T0152-02,C0152,2025-09-30,5056.17,App
T0153-01,C0153,2025-06-10,3641.73,Web
T0153-02,C0153,2025-09-10,1560.73,Web
T0153-03,C0153,2025-07-25,4768.23,App
T0153-04,C0153,2025-08-28,2829.12,App
T0153-05,C0153,2025-08-01,3348.51,Web
T0153-06,C0153,2025-09-20,1781.65,Store
T0153-07,C0153,2025-08-07,3621.85,App
T0153-08,C0153,2025-05-31,537.25,Web
T0154-01,C0154,2026-07-25,2789.77,App
T0155-01,C0155,2026-04-07,3611.67,Web
T0155-02,C0155,2025-05-27,2677.53,App
T0155-03,C0155,2026-05-01,772.47,App
T0155-04,C0155,2025-10-02,2537.87,App
T0155-05,C0155,2026-02-02,871.16,Store
T0155-06,C0155,2025-08-17,511.67,App
T0156-01,C0156,2025-04-09,2558.56,Store
T0156-02,C0156,2025-02-17,381.23,Web
T0156-03,C0156,2025-01-28,2647.89,Store
T0156-04,C0156,2025-01-22,4118.66,Store
T0156-05,C0156,2025-03-02,4294.48,Store
T0157-01,C0157,2026-01-06,4744.62,Store
T0157-02,C0157,2025-11-18,5073.93,Store
T0157-03,C0157,2025-12-13,4894.06,Store
T0158-01,C0158,2025-07-14,4445.86,Web
T0158-02,C0158,2025-07-16,3716.7,App
T0158-03,C0158,2025-07-14,2888.18,Web
T0159-01,C0159,2026-10-17,1031.67,App
T0159-02,C0159,2026-12-29,5291.81,Web
T0159-03,C0159,2026-04-14,5139.78,App
T0159-04,C0159,2026-10-27,1131.25,App
T0159-05,C0159,2026-03-11,940.72,Web
T0159-06,C0159,2025-11-28,5673.16,App
T0159-07,C0159,2026-02-04,4561.43,App
T0159-08,C0159,2026-09-11,1259.74,Web
T0159-09,C0159,2025-11-16,3678.67,App
T0159-10,C0159,2026-01-16,5564.69,App
T0159-11,C0159,2025-11-23,2213.0,App
T0159-12,C0159,2026-09-09,1722.27,Web
T0159-13,C0159,2026-05-15,4938.61,Web
T0160-01,C0160,2025-03-18,386.84,Store
T0160-02,C0160,2025-08-29,3291.34,Store
T0160-03,C0160,2025-07-07,4964.58,Web
T0160-04,C0160,2025-09-14,2684.76,Store
T0160-05,C0160,2025-12-19,5071.24,App
T0160-06,C0160,2025-11-29,3856.1,App
T0160-07,C0160,2025-04-21,1573.69,Store
T0160-08,C0160,2025-08-05,1242.85,Store
T0160-09,C0160,2025-05-13,926.79,Store
T0160-10,C0160,2025-04-03,2319.55,Web
T0160-11,C0160,2025-08-15,1388.25,Store
T0160-12,C0160,2025-10-29,1567.67,App
T0161-01,C0161,2025-09-18,2230.96,Store
T0161-02,C0161,2025-08-27,4682.42,Web
T0161-03,C0161,2026-03-09,3366.44,App
T0161-04,C0161,2025-09-26,1320.93,Web
T0161-05,C0161,2025-12-17,5174.05,Web
T0161-06,C0161,2026-01-27,4162.27,Store
T0161-07,C0161,2025-08-14,4974.91,Store
T0162-01,C0162,2025-06-20,4357.23,Store
T0162-02,C0162,2025-07-02,1329.1,App
T0163-01,C0163,2025-11-20,5660.04,Store
T0163-02,C0163,2025-11-11,1959.82,Web
T0163-03,C0163,2026-03-10,1167.89,Web
T0163-04,C0163,2026-01-15,4468.51,Web
T0164-01,C0164,2026-01-26,1685.53,Store
T0164-02,C0164,2026-01-04,3758.55,App
T0164-03,C0164,2026-02-08,4663.28,Web
T0164-04,C0164,2025-07-21,1715.77,Store
T0164-05,C0164,2025-05-18,2839.0,Web
T0164-06,C0164,2025-09-11,5139.16,Store
T0164-07,C0164,2025-04-20,3799.4,Store
T0164-08,C0164,2025-12-31,2535.58,Store
T0164-09,C0164,2025-07-17,460.68,App
T0164-10,C0164,2026-04-25,259.54,App
T0164-11,C0164,2025-09-27,747.62,Store
T0164-12,C0164,2026-05-03,5035.72,Web
T0165-01,C0165,2026-01-12,2906.91,App
T0165-02,C0165,2026-05-21,2006.39,Store
T0165-03,C0165,2025-09-24,2083.47,Store
T0165-04,C0165,2025-10-13,4844.15,App
T0165-05,C0165,2026-07-22,287.97,App
T0165-06,C0165,2026-09-01,5342.5,App
T0165-07,C0165,2026-01-06,1589.18,App
T0165-08,C0165,2026-04-07,2717.85,Store
T0165-09,C0165,2025-12-08,1204.67,Store
T0166-01,C0166,2025-12-09,1268.1,Web
T0166-02,C0166,2026-02-16,1123.09,Web
T0167-01,C0167,2025-11-02,588.68,Store
T0167-02,C0167,2025-10-31,4660.0,Web
T0167-03,C0167,2025-11-06,3314.68,Store
T0168-01,C0168,2026-02-04,1820.7,Web
T0169-01,C0169,2026-10-14,2683.51,Web
T0169-02,C0169,2025-11-30,3461.29,Web
T0169-03,C0169,2026-04-24,4098.99,Web
T0169-04,C0169,2026-07-25,3922.46,Web
T0169-05,C0169,2026-11-17,2145.5,Web
T0169-06,C0169,2026-11-01,1857.37,Store
T0169-07,C0169,2026-11-09,3373.56,Web
T0170-01,C0170,2025-06-14,4903.81,Store
T0170-02,C0170,2025-04-10,376.51,Store
T0170-03,C0170,2025-02-05,3550.34,Web
T0170-04,C0170,2025-09-23,3410.55,Web
T0170-05,C0170,2025-03-17,972.74,Store
T0170-06,C0170,2025-04-02,4864.81,App
T0170-07,C0170,2025-04-02,1156.78,Web
T0170-08,C0170,2025-10-15,361.84,App
T0170-09,C0170,2025-03-09,3057.33,Store
T0170-10,C0170,2025-08-13,338.3,Store
T0170-11,C0170,2025-07-23,2232.84,Web
T0170-12,C0170,2025-07-10,4969.82,Store
T0171-01,C0171,2025-09-29,2065.72,Web
T0172-01,C0172,2025-11-26,5723.34,App
T0173-01,C0173,2025-08-17,5407.06,App
T0173-02,C0173,2025-05-02,4933.8,Store
T0173-03,C0173,2025-10-17,5016.16,Store
T0173-04,C0173,2025-02-27,2065.82,Web
T0174-01,C0174,2025-08-15,4108.19,App
T0175-01,C0175,2025-08-24,3936.6,Store
T0175-02,C0175,2025-03-20,413.21,Store
T0175-03,C0175,2026-04-08,1462.69,App
T0175-04,C0175,2025-02-23,2086.74,Store
T0175-05,C0175,2025-11-20,4008.07,Store
T0175-06,C0175,2025-03-21,4372.28,App
T0175-07,C0175,2025-03-27,291.58,Store
T0175-08,C0175,2025-05-05,3733.83,App
T0175-09,C0175,2025-03-30,1681.89,Web
T0175-10,C0175,2025-02-18,4145.13,App
T0175-11,C0175,2025-07-18,1257.97,Store
T0175-12,C0175,2025-06-01,4380.38,Store
T0175-13,C0175,2025-05-18,335.08,App
T0175-14,C0175,2025-11-22,4222.79,Store
T0176-01,C0176,2025-11-03,5422.93,Web
T0176-02,C0176,2025-08-31,2347.14,Web
T0176-03,C0176,2025-11-16,4629.66,App
T0176-04,C0176,2025-10-14,3736.95,App
T0176-05,C0176,2025-12-25,1582.55,App
T0176-06,C0176,2025-09-14,2804.74,App
T0176-07,C0176,2026-01-27,375.24,Web
T0176-08,C0176,2025-09-16,594.31,Web
T0177-01,C0177,2025-05-25,2811.92,Web
T0177-02,C0177,2025-09-10,2920.78,App
T0177-03,C0177,2025-08-31,5258.19,Web
T0177-04,C0177,2025-05-09,2318.73,App
T0177-05,C0177,2025-07-07,3870.21,Web
T0177-06,C0177,2025-05-12,2340.02,Store
T0177-07,C0177,2025-07-05,5299.85,Web
T0177-08,C0177,2025-04-07,4467.53,Web
T0178-01,C0178,2025-03-20,3895.2,Store
T0178-02,C0178,2025-01-29,3123.76,Store
T0178-03,C0178,2025-04-06,2091.37,App
T0179-01,C0179,2025-10-04,1950.44,App
T0179-02,C0179,2025-10-09,3450.63,Store
T0179-03,C0179,2025-08-09,565.2,Store
T0179-04,C0179,2025-09-13,854.54,App
T0179-05,C0179,2025-07-15,5068.56,Store
T0179-06,C0179,2025-12-02,4850.76,Store
T0179-07,C0179,2025-08-02,2338.73,Web
T0179-08,C0179,2025-11-06,557.77,Store
T0180-01,C0180,2026-12-27,2035.07,App
T0180-02,C0180,2026-08-30,1136.34,Store
T0180-03,C0180,2026-05-16,3733.42,App
T0181-01,C0181,2025-12-12,874.9,Store
T0182-01,C0182,2025-07-16,5172.03,App
T0182-02,C0182,2026-08-05,2653.7,Web
T0182-03,C0182,2026-01-14,850.29,Store
T0182-04,C0182,2026-01-18,1899.17,App
T0182-05,C0182,2025-08-12,992.67,Web
T0182-06,C0182,2026-05-25,2438.76,Store
T0183-01,C0183,2025-11-05,1809.38,Web
T0183-02,C0183,2025-10-24,4949.41,App
T0183-03,C0183,2026-06-27,1867.18,Store
T0183-04,C0183,2025-09-03,4800.72,Store
T0184-01,C0184,2025-08-14,4113.71,App
T0184-02,C0184,2025-07-16,3089.01,Store
T0184-03,C0184,2025-08-14,4572.54,App
T0184-04,C0184,2025-08-12,432.83,Store
T0185-01,C0185,2025-08-07,4550.57,App
T0185-02,C0185,2025-07-10,5474.99,App
T0186-01,C0186,2026-02-05,1720.09,Store
T0186-02,C0186,2025-11-05,2337.87,Web
T0186-03,C0186,2026-01-15,2227.23,App
T0186-04,C0186,2026-01-29,4862.56,App
T0186-05,C0186,2026-02-18,2930.85,Store
T0186-06,C0186,2026-02-21,808.99,Web
T0186-07,C0186,2026-02-07,2440.8,App
T0186-08,C0186,2026-04-24,1348.66,App
T0187-01,C0187,2025-09-07,3271.2,App
T0187-02,C0187,2025-08-22,3417.25,Store
T0187-03,C0187,2025-08-24,2669.31,App
T0187-04,C0187,2025-11-05,3891.71,App
T0187-05,C0187,2025-09-27,907.29,Store
T0188-01,C0188,2025-12-14,2312.6,Web
T0189-01,C0189,2025-07-23,3659.67,Web
T0189-02,C0189,2025-10-04,5614.67,Web
T0189-03,C0189,2025-12-04,4306.4,Web
T0189-04,C0189,2025-06-19,4043.51,Web
T0189-05,C0189,2025-07-21,2662.47,Store
T0189-06,C0189,2025-06-18,5247.51,Web
T0190-01,C0190,2025-06-22,2325.46,Web
T0191-01,C0191,2025-04-03,4740.17,Web
T0191-02,C0191,2026-04-01,4346.49,Store
T0191-03,C0191,2026-04-22,425.08,App
T0191-04,C0191,2025-06-01,5633.56,Store
T0191-05,C0191,2026-02-15,2954.35,Web
T0191-06,C0191,2025-04-23,2116.4,Web
T0191-07,C0191,2025-12-06,5695.34,Web
T0191-08,C0191,2025-04-20,2477.12,Web
T0191-09,C0191,2026-02-11,4560.41,Store
T0191-10,C0191,2025-05-01,298.31,Store
T0191-11,C0191,2026-04-19,2532.16,App
T0191-12,C0191,2026-04-26,3751.63,Store
T0192-01,C0192,2025-03-14,2785.79,Store
T0192-02,C0192,2025-03-15,4373.7,Web
T0192-03,C0192,2025-10-09,3029.4,Web
T0192-04,C0192,2025-07-30,3967.09,App
T0192-05,C0192,2025-11-16,2013.77,Store
T0192-06,C0192,2025-05-03,900.66,App
T0192-07,C0192,2026-02-03,1127.08,App
T0192-08,C0192,2025-11-05,1888.29,App
T0192-09,C0192,2026-06-01,1488.85,App
T0192-10,C0192,2025-04-24,3070.82,Web
T0192-11,C0192,2026-01-02,4335.49,App
T0192-12,C0192,2026-06-04,2118.51,Store
T0192-13,C0192,2025-09-04,4266.69,Store
