order_id,order_date,customer_id,product_id,product_name,category,region,channel,quantity,unit_price,discount,revenue,cost,profit,margin
O0209,2025-05-27,C113,P104,Keyboard,Electronics,Dhaka,Retail,7,2107.68,0.15,12540.7,7623.05,4917.65,0.3921
O0210,2025-03-24,C019,P109,Notebook,Stationery,Khulna,Retail,2,169.09,0.1,304.36,203.03,101.33,0.3329
O0211,2026-10-10,C065,P107,Backpack,Accessories,Rajshahi,Retail,7,1907.84,0.05,12687.14,7769.96,4917.18,0.3876
O0212,2025-05-30,C064,P109,Notebook,Stationery,Dhaka,Online,3,171.49,0.1,463.02,334.34,128.68,0.2779
O0213,2026-08-11,C036,P101,Shirt,Apparel,Rajshahi,Retail,6,855.24,0,5131.44,2998.23,2133.21,0.4157
O0214,2026-06-22,C119,P102,Polo Shirt,Apparel,Dhaka,Online,6,1029.54,0.1,5559.52,3322.96,2236.56,0.4023
O0215,2025-05-27,C087,P104,Keyboard,Electronics,Dhaka,Retail,2,2164.52,0.1,3896.14,2700.95,1195.19,0.3068
O0216,2026-02-06,C059,P109,Notebook,Stationery,Rajshahi,Online,1,190.04,0,190.04,116.44,73.6,0.3873
O0217,2025-06-19,C033,P104,Keyboard,Electronics,Dhaka,Online,4,2067.44,0,8269.76,5025.87,3243.89,0.3923
O0218,2026-01-16,C061,P106,Headset,Electronics,Chattogram,Online,1,3300.86,0.1,2970.77,2241.16,729.61,0.2456
O0219,2026-11-07,C085,P104,Keyboard,Electronics,Khulna,Retail,7,2251.07,0,15757.49,11123.3,4634.19,0.2941
O0220,2025-05-29,C002,P105,Monitor,Electronics,Dhaka,Retail,6,15080.68,0.15,76911.47,50666.54,26244.93,0.3412
O0221,2025-02-10,C097,P106,Headset,Electronics,Chattogram,Online,6,3243.43,0.1,17514.52,11480.12,6034.4,0.3445
O0222,2026-06-29,C002,P105,Monitor,Electronics,Khulna,Online,3,15226.3,0,45678.9,33914.41,11764.49,0.2575
O0223,2025-09-30,C027,P109,Notebook,Stationery,Rajshahi,Retail,7,180.27,0,1261.89,857.52,404.37,0.3204
O0224,2025-06-09,C062,P105,Monitor,Electronics,Khulna,Partner,1,14500.79,0.1,13050.71,9705.06,3345.65,0.2564
O0225,2026-06-02,C046,P108,Laptop Stand,Accessories,Chattogram,Online,7,1655.09,0,11585.63,6723.92,4861.71,0.4196
O0226,2025-02-06,C068,P103,Trousers,Apparel,Khulna,Online,3,1523.32,0.15,3884.47,2424.51,1459.96,0.3758
O0227,2025-03-03,C032,P101,Shirt,Apparel,Khulna,Partner,4,805.44,0,3221.76,2139.51,1082.25,0.3359
O0228,2025-12-03,C071,P103,Trousers,Apparel,Dhaka,Partner,5,1583.34,0.05,7520.86,5144.04,2376.82,0.316
O0229,2025-10-08,C031,P112,Webcam,Electronics,Khulna,Retail,7,4283.34,0.15,25485.87,18298.17,7187.7,0.282
O0230,2026-07-26,C105,P106,Headset,Electronics,Khulna,Retail,5,3208.31,0,16041.55,11444.43,4597.12,0.2866
O0231,2025-08-09,C116,P102,Polo Shirt,Apparel,Khulna,Online,7,1057.97,0,7405.79,5562.84,1842.95,0.2489
O0232,2025-03-14,C096,P107,Backpack,Accessories,Dhaka,Retail,3,1816.27,0,5448.81,3693.98,1754.83,0.3221
O0233,2026-06-16,C025,P104,Keyboard,Electronics,Khulna,Retail,1,2337.56,0,2337.56,1406.19,931.37,0.3984
O0234,2025-08-18,C118,P105,Monitor,Electronics,Rajshahi,Partner,5,13766.34,0.15,58506.94,44412.02,14094.92,0.2409
O0235,2026-02-02,C076,P111,Desk Lamp,Accessories,Chattogram,Retail,4,2102.67,0,8410.68,6252.12,2158.56,0.2566
O0236,2025-04-11,C092,P108,Laptop Stand,Accessories,Khulna,Online,2,1638.18,0.05,3112.54,1889.49,1223.05,0.3929
O0237,2025-11-11,C099,P104,Keyboard,Electronics,Dhaka,Retail,3,2306.03,0.15,5880.38,3591.07,2289.31,0.3893
O0238,2026-12-18,C061,P112,Webcam,Electronics,Khulna,Partner,6,3990.56,0.05,22746.19,16368.71,6377.48,0.2804
O0239,2026-04-26,C097,P105,Monitor,Electronics,Rajshahi,Retail,1,13548.25,0.1,12193.43,7872.56,4320.87,0.3544
O0240,2026-12-25,C013,P104,Keyboard,Electronics,Chattogram,Retail,2,2316.54,0,4633.08,2815.71,1817.37,0.3923
O0241,2026-09-04,C020,P112,Webcam,Electronics,Rajshahi,Online,3,3949.3,0.15,10070.72,7067.95,3002.77,0.2982
O0242,2026-03-17,C012,P109,Notebook,Stationery,Rajshahi,Retail,3,183.64,0.1,495.83,312.05,183.78,0.3707
O0243,2025-05-06,C028,P101,Shirt,Apparel,Dhaka,Partner,7,811.16,0,5678.12,3409.65,2268.47,0.3995
O0244,2025-10-27,C107,P101,Shirt,Apparel,Chattogram,Online,1,811.87,0,811.87,505.77,306.1,0.377
O0245,2026-02-25,C005,P111,Desk Lamp,Accessories,Khulna,Retail,2,2103.87,0.1,3786.97,2504.46,1282.51,0.3387
O0246,2026-02-11,C020,P109,Notebook,Stationery,Chattogram,Retail,6,183.78,0.05,1047.55,720.35,327.2,0.3123
O0247,2025-03-22,C035,P101,Shirt,Apparel,Chattogram,Retail,7,848.23,0.1,5343.85,3443.88,1899.97,0.3555
O0248,2026-06-29,C050,P106,Headset,Electronics,Chattogram,Retail,4,3317.68,0,13270.72,8076.09,5194.63,0.3914
O0249,2025-01-10,C071,P105,Monitor,Electronics,Khulna,Partner,4,15206.62,0,60826.48,37116.1,23710.38,0.3898
O0250,2025-07-17,C039,P109,Notebook,Stationery,Chattogram,Online,4,175.62,0.1,632.23,421.06,211.17,0.334
O0251,2025-08-16,C041,P112,Webcam,Electronics,Dhaka,Online,2,4191.65,0,8383.3,5696.78,2686.52,0.3205
O0252,2025-06-24,C093,P104,Keyboard,Electronics,Chattogram,Retail,2,2326.4,0.1,4187.52,3161.72,1025.8,0.245
O0253,2026-10-14,C060,P112,Webcam,Electronics,Rajshahi,Online,6,4459.37,0.15,22742.79,15397.03,7345.76,0.323
O0254,2026-02-06,C028,P111,Desk Lamp,Accessories,Dhaka,Partner,2,2195.98,0,4391.96,2807.84,1584.12,0.3607
O0255,2025-08-09,C045,P103,Trousers,Apparel,Khulna,Retail,7,1544.41,0,10810.87,8033.75,2777.12,0.2569
O0256,2026-05-20,C115,P110,Pen Set,Stationery,Dhaka,Online,5,350.11,0,1750.55,1143.54,607.01,0.3468
O0257,2025-06-18,C063,P102,Polo Shirt,Apparel,Khulna,Retail,5,1122.12,0.1,5049.54,3721.52,1328.02,0.263
O0258,2025-10-13,C007,P108,Laptop Stand,Accessories,Rajshahi,Online,2,1531.26,0.05,2909.39,1763.13,1146.26,0.394
O0259,2026-02-06,C012,P105,Monitor,Electronics,Rajshahi,Online,2,15568.91,0.1,28024.04,18811.31,9212.73,0.3287
O0260,2026-05-10,C094,P110,Pen Set,Stationery,Chattogram,Online,4,364.06,0.15,1237.8,868.98,368.82,0.298
O0261,2026-02-02,C050,P104,Keyboard,Electronics,Khulna,Retail,7,2135.71,0.15,12707.47,7425.15,5282.32,0.4157
O0262,2025-03-09,C017,P102,Polo Shirt,Apparel,Dhaka,Online,4,1087.62,0.15,3697.91,2462.99,1234.92,0.334
O0263,2026-12-16,C032,P102,Polo Shirt,Apparel,Khulna,Partner,5,1172.58,0.1,5276.61,3520.58,1756.03,0.3328
O0264,2026-09-16,C093,P106,Headset,Electronics,Chattogram,Retail,6,3261.92,0,19571.52,12529.83,7041.69,0.3598
O0265,2026-01-04,C116,P107,Backpack,Accessories,Chattogram,Retail,4,1941.83,0.05,7378.95,4525.35,2853.6,0.3867
O0266,2026-11-10,C044,P108,Laptop Stand,Accessories,Chattogram,Partner,6,1672.52,0,10035.12,7023.32,3011.8,0.3001
O0267,2026-09-26,C051,P108,Laptop Stand,Accessories,Khulna,Retail,4,1503.54,0.1,5412.74,3858.68,1554.06,0.2871
O0268,2025-10-15,C027,P108,Laptop Stand,Accessories,Khulna,Online,7,1618.58,0.15,9630.55,6290.69,3339.86,0.3468
O0269,2025-07-07,C098,P109,Notebook,Stationery,Dhaka,Retail,3,192.32,0.15,490.42,330.86,159.56,0.3254
O0270,2026-03-10,C109,P107,Backpack,Accessories,Khulna,Partner,3,1924.78,0.05,5485.62,3828.38,1657.24,0.3021
O0271,2025-09-19,C037,P108,Laptop Stand,Accessories,Khulna,Online,1,1639.51,0,1639.51,988.45,651.06,0.3971
O0272,2025-02-19,C084,P101,Shirt,Apparel,Rajshahi,Online,7,755.39,0,5287.73,3075.92,2211.81,0.4183
O0273,2025-06-29,C072,P109,Notebook,Stationery,Khulna,Retail,4,175.46,0.1,631.66,401.4,230.26,0.3645
O0274,2026-03-21,C008,P105,Monitor,Electronics,Chattogram,Online,6,14273.29,0,85639.74,51769.29,33870.45,0.3955
O0275,2025-01-12,C065,P105,Monitor,Electronics,Khulna,Retail,5,14341.91,0.1,64538.6,45910.27,18628.33,0.2886
O0276,2025-03-06,C012,P103,Trousers,Apparel,Dhaka,Retail,2,1526.6,0,3053.2,1979.64,1073.56,0.3516
O0277,2025-07-02,C056,P101,Shirt,Apparel,Dhaka,Online,7,817.65,0.1,5151.2,3480.83,1670.37,0.3243
O0278,2026-01-12,C064,P102,Polo Shirt,Apparel,Chattogram,Online,3,1104.0,0.15,2815.2,2124.88,690.32,0.2452
O0279,2025-08-09,C027,P107,Backpack,Accessories,Khulna,Partner,3,1778.79,0.1,4802.73,2884.75,1917.98,0.3994
O0280,2026-11-23,C059,P112,Webcam,Electronics,Dhaka,Partner,6,4335.26,0.15,22109.83,13114.54,8995.29,0.4068
O0281,2025-08-25,C070,P104,Keyboard,Electronics,Chattogram,Online,4,2301.61,0.05,8746.12,5690.05,3056.07,0.3494
O0282,2026-12-16,C094,P111,Desk Lamp,Accessories,Khulna,Retail,6,2251.3,0,13507.8,9945.78,3562.02,0.2637
O0283,2025-08-05,C058,P107,Backpack,Accessories,Dhaka,Online,4,1917.32,0.1,6902.35,4106.11,2796.24,0.4051
O0284,2026-04-25,C011,P109,Notebook,Stationery,Rajshahi,Online,2,179.36,0.1,322.85,188.73,134.12,0.4154
O0285,2026-01-12,C007,P104,Keyboard,Electronics,Chattogram,Online,4,2085.87,0,8343.48,6048.44,2295.04,0.2751
O0286,2026-03-28,C058,P105,Monitor,Electronics,Rajshahi,Retail,5,13971.72,0.15,59379.81,37970.83,21408.98,0.3605
O0287,2025-09-23,C042,P104,Keyboard,Electronics,Rajshahi,Retail,2,2348.21,0.1,4226.78,3058.86,1167.92,0.2763
O0288,2026-08-17,C092,P108,Laptop Stand,Accessories,Rajshahi,Retail,7,1539.25,0.1,9697.27,6931.19,2766.08,0.2852
O0289,2026-06-21,C019,P108,Laptop Stand,Accessories,Dhaka,Online,3,1726.69,0.1,4662.06,3393.36,1268.7,0.2721
O0290,2025-04-27,C024,P101,Shirt,Apparel,Rajshahi,Partner,5,846.94,0,4234.7,2648.3,1586.4,0.3746
O0291,2025-12-13,C097,P109,Notebook,Stationery,Rajshahi,Online,3,175.86,0.05,501.2,291.58,209.62,0.4182
O0292,2025-02-28,C088,P106,Headset,Electronics,Rajshahi,Retail,3,3448.6,0,10345.8,7142.2,3203.6,0.3097
O0293,2026-09-05,C100,P112,Webcam,Electronics,Dhaka,Retail,3,4264.71,0,12794.13,9135.33,3658.8,0.286
O0294,2025-04-24,C062,P106,Headset,Electronics,Dhaka,Partner,3,3257.37,0.1,8794.9,6532.46,2262.44,0.2572
O0295,2025-06-19,C060,P108,Laptop Stand,Accessories,Dhaka,Retail,6,1675.7,0.15,8546.07,5719.43,2826.64,0.3308
O0296,2025-01-21,C026,P105,Monitor,Electronics,Dhaka,Retail,6,13919.05,0,83514.3,49503.54,34010.76,0.4072
O0297,2025-07-01,C081,P112,Webcam,Electronics,Rajshahi,Partner,6,4147.12,0.1,22394.45,14183.19,8211.26,0.3667
O0298,2026-06-16,C036,P112,Webcam,Electronics,Chattogram,Partner,4,4029.44,0,16117.76,10255.81,5861.95,0.3637
O0299,2025-05-23,C062,P107,Backpack,Accessories,Chattogram,Retail,4,1675.58,0,6702.32,4429.24,2273.08,0.3391
O0300,2026-09-23,C034,P104,Keyboard,Electronics,Khulna,Online,1,2285.23,0,2285.23,1581.49,703.74,0.308
O0301,2025-06-13,C050,P111,Desk Lamp,Accessories,Rajshahi,Retail,5,2242.78,0,11213.9,8055.74,3158.16,0.2816
O0302,2025-05-02,C055,P106,Headset,Electronics,Dhaka,Online,6,3247.12,0,19482.72,11604.65,7878.07,0.4044
O0303,2025-12-17,C110,P108,Laptop Stand,Accessories,Khulna,Partner,7,1588.09,0,11116.63,6695.83,4420.8,0.3977
O0304,2026-02-22,C040,P111,Desk Lamp,Accessories,Khulna,Partner,1,2358.99,0.05,2241.04,1660.87,580.17,0.2589
O0305,2025-03-01,C087,P112,Webcam,Electronics,Chattogram,Retail,1,3996.42,0.15,3396.96,2516.64,880.32,0.2591
O0306,2025-12-03,C088,P104,Keyboard,Electronics,Rajshahi,Partner,7,2207.89,0.05,14682.47,9580.03,5102.44,0.3475
O0307,2026-11-08,C086,P101,Shirt,Apparel,Chattogram,Partner,5,822.65,0,4113.25,2760.64,1352.61,0.3288
O0308,2026-06-02,C044,P109,Notebook,Stationery,Dhaka,Partner,6,170.29,0.15,868.48,510.18,358.3,0.4126
O0309,2025-01-22,C046,P102,Polo Shirt,Apparel,Rajshahi,Online,5,1159.3,0,5796.5,4273.09,1523.41,0.2628
O0310,2026-04-04,C115,P108,Laptop Stand,Accessories,Dhaka,Online,1,1641.53,0.1,1477.38,951.09,526.29,0.3562
O0311,2026-01-08,C027,P111,Desk Lamp,Accessories,Khulna,Online,7,2361.56,0.15,14051.28,9365.68,4685.6,0.3335
O0312,2026-08-14,C038,P107,Backpack,Accessories,Rajshahi,Online,5,1877.49,0,9387.45,6287.46,3099.99,0.3302
O0313,2026-10-29,C089,P105,Monitor,Electronics,Chattogram,Retail,3,13509.74,0,40529.22,25620.75,14908.47,0.3678
O0314,2026-08-27,C009,P103,Trousers,Apparel,Rajshahi,Online,2,1575.68,0.15,2678.66,1672.7,1005.96,0.3755
O0315,2026-03-01,C062,P109,Notebook,Stationery,Rajshahi,Retail,6,190.86,0,1145.16,672.31,472.85,0.4129
O0316,2026-12-13,C086,P102,Polo Shirt,Apparel,Rajshahi,Partner,4,1181.94,0.15,4018.6,2384.42,1634.18,0.4067
O0317,2025-09-24,C043,P101,Shirt,Apparel,Rajshahi,Retail,4,840.56,0,3362.24,2234.88,1127.36,0.3353
O0318,2025-01-31,C082,P111,Desk Lamp,Accessories,Chattogram,Online,5,2182.03,0.1,9819.14,6790.42,3028.72,0.3085
O0319,2025-09-01,C003,P106,Headset,Electronics,Dhaka,Retail,1,3334.32,0.15,2834.17,1748.59,1085.58,0.383
O0320,2025-10-12,C120,P104,Keyboard,Electronics,Khulna,Retail,6,2267.03,0.15,11561.85,8501.92,3059.93,0.2647
O0321,2025-08-13,C119,P108,Laptop Stand,Accessories,Rajshahi,Retail,6,1517.78,0.05,8651.35,6089.15,2562.2,0.2962
O0322,2025-08-14,C098,P106,Headset,Electronics,Rajshahi,Online,7,3172.75,0.05,21098.79,13930.94,7167.85,0.3397
O0323,2026-07-16,C116,P107,Backpack,Accessories,Chattogram,Partner,3,1876.3,0.05,5347.45,3378.55,1968.9,0.3682
O0324,2025-07-17,C052,P101,Shirt,Apparel,Khulna,Online,4,800.8,0.1,2882.88,1782.85,1100.03,0.3816
O0325,2026-04-15,C097,P111,Desk Lamp,Accessories,Khulna,Retail,4,2141.82,0,8567.28,5436.47,3130.81,0.3654
O0326,2025-12-23,C015,P105,Monitor,Electronics,Chattogram,Partner,3,14619.23,0,43857.69,26624.76,17232.93,0.3929
O0327,2025-06-26,C006,P104,Keyboard,Electronics,Rajshahi,Online,6,2055.35,0,12332.1,8634.29,3697.81,0.2999
O0328,2025-09-28,C067,P111,Desk Lamp,Accessories,Chattogram,Retail,3,2187.98,0.15,5579.35,3468.01,2111.34,0.3784
O0329,2025-09-15,C009,P109,Notebook,Stationery,Dhaka,Partner,2,173.3,0,346.6,230.79,115.81,0.3341
O0330,2025-03-23,C060,P101,Shirt,Apparel,Dhaka,Partner,4,758.12,0.1,2729.23,1990.84,738.39,0.2705
O0331,2026-05-04,C079,P107,Backpack,Accessories,Dhaka,Online,4,1717.47,0.05,6526.39,4739.78,1786.61,0.2738
O0332,2025-10-25,C078,P107,Backpack,Accessories,Khulna,Partner,4,1792.61,0,7170.44,4698.99,2471.45,0.3447
O0333,2025-10-17,C034,P105,Monitor,Electronics,Rajshahi,Online,5,14486.98,0.15,61569.66,45093.48,16476.18,0.2676
O0334,2026-06-23,C100,P110,Pen Set,Stationery,Dhaka,Retail,7,362.44,0.15,2156.52,1416.87,739.65,0.343
O0335,2025-10-31,C102,P112,Webcam,Electronics,Khulna,Partner,1,4418.15,0,4418.15,2972.44,1445.71,0.3272
O0336,2026-06-17,C105,P101,Shirt,Apparel,Khulna,Retail,3,766.76,0.1,2070.25,1493.34,576.91,0.2787
O0337,2025-12-05,C069,P106,Headset,Electronics,Rajshahi,Partner,4,3232.6,0,12930.4,9393.56,3536.84,0.2735
O0338,2025-11-02,C012,P108,Laptop Stand,Accessories,Khulna,Partner,7,1672.0,0.15,9948.4,7074.33,2874.07,0.2889
O0339,2025-03-07,C018,P107,Backpack,Accessories,Khulna,Online,4,1763.31,0,7053.24,4289.81,2763.43,0.3918
O0340,2026-05-20,C008,P109,Notebook,Stationery,Dhaka,Partner,1,181.84,0.05,172.75,119.77,52.98,0.3067
O0341,2026-05-06,C081,P108,Laptop Stand,Accessories,Chattogram,Partner,2,1529.42,0.05,2905.9,2024.72,881.18,0.3032
O0342,2025-11-12,C041,P105,Monitor,Electronics,Rajshahi,Partner,6,14279.87,0,85679.22,60352.41,25326.81,0.2956
O0343,2026-12-29,C031,P112,Webcam,Electronics,Rajshahi,Retail,3,4052.24,0,12156.72,8576.17,3580.55,0.2945
O0344,2026-11-14,C011,P107,Backpack,Accessories,Rajshahi,Partner,2,1916.4,0,3832.8,2907.44,925.36,0.2414
O0345,2026-02-05,C063,P112,Webcam,Electronics,Chattogram,Retail,2,4083.35,0.05,7758.36,5172.27,2586.09,0.3333
O0346,2025-05-20,C084,P101,Shirt,Apparel,Chattogram,Retail,4,744.28,0,2977.12,1809.58,1167.54,0.3922
O0347,2025-10-16,C025,P103,Trousers,Apparel,Dhaka,Online,6,1514.7,0,9088.2,6309.05,2779.15,0.3058
O0348,2025-08-21,C052,P103,Trousers,Apparel,Dhaka,Online,7,1498.0,0,10486.0,6537.31,3948.69,0.3766
O0349,2025-03-10,C046,P103,Trousers,Apparel,Rajshahi,Retail,1,1461.59,0.05,1388.51,1010.14,378.37,0.2725
O0350,2025-11-07,C040,P112,Webcam,Electronics,Chattogram,Retail,1,4188.18,0,4188.18,2806.35,1381.83,0.3299
O0351,2026-03-26,C023,P108,Laptop Stand,Accessories,Chattogram,Retail,6,1626.16,0.1,8781.26,5580.36,3200.9,0.3645
O0352,2025-03-29,C001,P111,Desk Lamp,Accessories,Khulna,Online,6,2125.29,0.05,12114.15,7200.62,4913.53,0.4056
O0353,2025-05-01,C088,P110,Pen Set,Stationery,Rajshahi,Partner,7,373.27,0.15,2220.96,1568.38,652.58,0.2938
O0354,2026-01-14,C086,P110,Pen Set,Stationery,Rajshahi,Partner,3,358.0,0.15,912.9,677.01,235.89,0.2584
O0355,2026-12-06,C012,P112,Webcam,Electronics,Rajshahi,Online,4,4173.73,0.05,15860.17,9448.28,6411.89,0.4043
O0356,2025-08-26,C007,P108,Laptop Stand,Accessories,Chattogram,Partner,4,1550.93,0.1,5583.35,3395.44,2187.91,0.3919
O0357,2026-01-14,C101,P101,Shirt,Apparel,Chattogram,Retail,3,750.65,0,2251.95,1609.89,642.06,0.2851
O0358,2026-06-21,C004,P109,Notebook,Stationery,Khulna,Online,3,177.13,0.1,478.25,316.73,161.52,0.3377
O0359,2025-01-08,C083,P103,Trousers,Apparel,Chattogram,Retail,3,1402.95,0.1,3787.97,2733.86,1054.11,0.2783
O0360,2026-10-22,C070,P108,Laptop Stand,Accessories,Chattogram,Online,1,1507.53,0.1,1356.78,880.53,476.25,0.351
O0361,2026-02-08,C067,P111,Desk Lamp,Accessories,Khulna,Retail,2,2278.44,0,4556.88,3413.65,1143.23,0.2509
O0362,2025-06-10,C041,P104,Keyboard,Electronics,Dhaka,Online,6,2128.35,0.15,10854.58,6392.59,4461.99,0.4111
O0363,2025-05-18,C079,P104,Keyboard,Electronics,Khulna,Retail,5,2268.72,0,11343.6,8269.36,3074.24,0.271
O0364,2025-05-16,C054,P111,Desk Lamp,Accessories,Rajshahi,Partner,1,2137.92,0.05,2031.02,1542.24,488.78,0.2407
O0365,2026-09-24,C103,P109,Notebook,Stationery,Dhaka,Partner,5,169.79,0.05,806.5,561.9,244.6,0.3033
O0366,2026-05-25,C021,P102,Polo Shirt,Apparel,Dhaka,Retail,3,1115.44,0.15,2844.37,2160.75,683.62,0.2403
O0367,2025-05-16,C071,P108,Laptop Stand,Accessories,Chattogram,Retail,6,1653.66,0,9921.96,6523.14,3398.82,0.3426
O0368,2025-07-08,C038,P106,Headset,Electronics,Chattogram,Online,1,3282.08,0,3282.08,2100.53,1181.55,0.36
O0369,2026-09-20,C088,P111,Desk Lamp,Accessories,Khulna,Online,5,2149.62,0.05,10210.69,6982.08,3228.61,0.3162
O0370,2025-07-22,C017,P110,Pen Set,Stationery,Chattogram,Retail,2,355.28,0,710.56,434.76,275.8,0.3881
O0371,2026-09-08,C027,P109,Notebook,Stationery,Rajshahi,Retail,3,180.38,0,541.14,339.81,201.33,0.372
O0372,2025-01-13,C003,P101,Shirt,Apparel,Rajshahi,Partner,3,854.82,0.1,2308.01,1425.14,882.87,0.3825
O0373,2026-08-12,C056,P111,Desk Lamp,Accessories,Rajshahi,Online,4,2363.92,0,9455.68,7035.4,2420.28,0.256
O0374,2026-07-07,C048,P109,Notebook,Stationery,Rajshahi,Online,2,193.52,0.1,348.34,226.48,121.86,0.3498
O0375,2025-06-28,C028,P106,Headset,Electronics,Dhaka,Retail,7,3000.86,0,21006.02,15890.37,5115.65,0.2435
O0376,2026-04-13,C057,P108,Laptop Stand,Accessories,Rajshahi,Partner,3,1539.94,0.15,3926.85,2404.76,1522.09,0.3876
O0377,2025-03-26,C067,P101,Shirt,Apparel,Dhaka,Retail,2,773.91,0.05,1470.43,922.48,547.95,0.3726
O0378,2025-07-15,C071,P106,Headset,Electronics,Dhaka,Retail,6,3396.17,0,20377.02,11843.58,8533.44,0.4188
O0379,2026-05-03,C009,P107,Backpack,Accessories,Rajshahi,Partner,6,1774.23,0,10645.38,7958.35,2687.03,0.2524
O0380,2026-12-11,C086,P108,Laptop Stand,Accessories,Chattogram,Retail,3,1530.25,0,4590.75,3102.41,1488.34,0.3242
O0381,2026-11-24,C099,P112,Webcam,Electronics,Dhaka,Retail,3,4190.13,0.15,10684.83,7415.29,3269.54,0.306
O0382,2026-03-12,C029,P101,Shirt,Apparel,Chattogram,Partner,6,802.68,0.1,4334.47,3236.57,1097.9,0.2533
O0383,2025-07-24,C082,P112,Webcam,Electronics,Khulna,Partner,7,4243.85,0,29706.95,18002.95,11704.0,0.394
O0384,2026-04-06,C021,P103,Trousers,Apparel,Dhaka,Partner,3,1491.79,0,4475.37,3187.37,1288.0,0.2878
O0385,2026-07-08,C034,P102,Polo Shirt,Apparel,Dhaka,Retail,7,1173.72,0,8216.04,6203.33,2012.71,0.245
O0386,2025-05-30,C010,P108,Laptop Stand,Accessories,Rajshahi,Online,2,1559.63,0,3119.26,2134.1,985.16,0.3158
O0387,2026-06-11,C034,P110,Pen Set,Stationery,Chattogram,Online,7,326.48,0,2285.36,1389.32,896.04,0.3921
O0388,2025-11-18,C062,P109,Notebook,Stationery,Rajshahi,Partner,5,176.51,0.1,794.29,478.59,315.7,0.3975
O0389,2025-10-19,C024,P110,Pen Set,Stationery,Khulna,Online,2,344.96,0.1,620.93,463.8,157.13,0.2531
O0390,2025-10-23,C016,P105,Monitor,Electronics,Rajshahi,Retail,4,13518.17,0.05,51369.05,35035.0,16334.05,0.318
O0391,2026-01-20,C080,P102,Polo Shirt,Apparel,Rajshahi,Partner,4,1130.81,0.1,4070.92,2787.02,1283.9,0.3154
O0392,2025-12-01,C027,P102,Polo Shirt,Apparel,Rajshahi,Online,1,1023.02,0.1,920.72,688.8,231.92,0.2519
O0393,2026-12-22,C083,P109,Notebook,Stationery,Dhaka,Online,4,169.92,0.15,577.73,361.81,215.92,0.3737
O0394,2026-06-27,C100,P104,Keyboard,Electronics,Khulna,Retail,4,2289.88,0.05,8701.54,6482.61,2218.93,0.255
O0395,2026-10-29,C020,P104,Keyboard,Electronics,Rajshahi,Retail,3,2174.79,0,6524.37,4147.82,2376.55,0.3643
O0396,2025-10-12,C065,P110,Pen Set,Stationery,Chattogram,Online,6,367.18,0.05,2092.93,1358.97,733.96,0.3507
O0397,2025-07-25,C013,P105,Monitor,Electronics,Khulna,Online,6,13775.98,0.05,78523.09,48206.46,30316.63,0.3861
O0398,2026-09-09,C044,P106,Headset,Electronics,Dhaka,Retail,7,3073.85,0,21516.95,13558.4,7958.55,0.3699
O0399,2025-01-23,C073,P105,Monitor,Electronics,Khulna,Partner,6,14530.84,0.15,74107.28,51847.9,22259.38,0.3004
O0400,2026-01-26,C005,P105,Monitor,Electronics,Dhaka,Partner,1,14896.48,0,14896.48,10374.07,4522.41,0.3036
O0401,2026-03-01,C057,P101,Shirt,Apparel,Rajshahi,Online,5,754.43,0.1,3394.93,2442.96,951.97,0.2804
O0402,2025-06-16,C040,P109,Notebook,Stationery,Rajshahi,Retail,5,192.45,0,962.25,690.02,272.23,0.2829
O0403,2026-02-12,C062,P103,Trousers,Apparel,Dhaka,Partner,7,1533.1,0.05,10195.11,6987.51,3207.6,0.3146
O0404,2025-12-08,C095,P109,Notebook,Stationery,Dhaka,Online,3,188.19,0,564.57,419.36,145.21,0.2572
O0405,2026-04-10,C034,P110,Pen Set,Stationery,Chattogram,Online,7,372.45,0.15,2216.08,1490.2,725.88,0.3276
O0406,2026-08-08,C104,P102,Polo Shirt,Apparel,Chattogram,Partner,2,1178.29,0.1,2120.92,1440.98,679.94,0.3206
O0407,2025-08-28,C111,P101,Shirt,Apparel,Dhaka,Online,4,821.72,0.05,3122.54,2270.37,852.17,0.2729
O0408,2026-01-13,C101,P104,Keyboard,Electronics,Dhaka,Partner,1,2102.49,0,2102.49,1220.32,882.17,0.4196
O0409,2026-07-31,C110,P102,Polo Shirt,Apparel,Khulna,Partner,7,1047.02,0,7329.14,4294.52,3034.62,0.414
O0410,2026-07-12,C035,P111,Desk Lamp,Accessories,Khulna,Retail,3,2286.75,0.15,5831.21,4225.39,1605.82,0.2754
O0411,2025-08-02,C025,P107,Backpack,Accessories,Chattogram,Retail,3,1863.42,0,5590.26,4036.69,1553.57,0.2779
O0412,2026-01-27,C106,P107,Backpack,Accessories,Chattogram,Online,6,1817.7,0,10906.2,6844.89,4061.31,0.3724
O0413,2025-09-12,C102,P110,Pen Set,Stationery,Chattogram,Retail,4,375.59,0.15,1277.01,777.46,499.55,0.3912
O0414,2025-07-20,C118,P111,Desk Lamp,Accessories,Dhaka,Retail,1,2224.37,0.15,1890.71,1207.0,683.71,0.3616
O0415,2025-02-19,C110,P109,Notebook,Stationery,Khulna,Retail,5,182.4,0.05,866.4,639.67,226.73,0.2617
O0416,2026-07-09,C035,P108,Laptop Stand,Accessories,Khulna,Online,6,1516.04,0,9096.24,6448.91,2647.33,0.291
O0417,2026-08-16,C040,P107,Backpack,Accessories,Rajshahi,Online,4,1884.53,0.05,7161.21,4501.83,2659.38,0.3714
